"DGP","Seed","Status","True_ATE","True_Hurdle_ATE","DPglm_CATE_RMSE","DPglm_CATE_Abs_Bias","DPglm_CATE_Coverage","DPglm_CATE_Correlation","DPglm_CATE_CI_Length","DPglm_Est_ATE","DPglm_Hurdle_RMSE","DPglm_Hurdle_Abs_Bias","DPglm_Hurdle_Coverage","DPglm_Hurdle_Correlation","DPglm_Hurdle_CI_Length","DPglm_Est_Hurdle_ATE"
"DGP A: Log-Normal Hurdle",1,"OK",1.1096997396477,0.0118031604407881,2.07136821612452,0.913833235977897,1,0.209907137250779,51.5055006928634,2.0235329756256,0.0436029871147925,0.0224908395592119,0.608,0.333770128708537,0.9467,0.034294
"DGP A: Log-Normal Hurdle",2,"OK",1.22368738814138,0.0113056811273697,1.74669167022832,1.21844504007408,1,0.0102277109992246,45.6069936205674,2.44213242821546,0.0809838105507808,0.0337903188726303,0.432,0.0606942611865352,0.51425,0.045096
"DGP A: Log-Normal Hurdle",3,"OK",1.11517004148068,0.0109262618963662,1.59661830740829,0.502722251643026,1,0.544158380332092,50.3835970598231,1.61789229312371,0.0162694841355213,0.00353973810363377,0.61,0.2607012802948,0.957249999999999,0.014466
"DGP A: Log-Normal Hurdle",4,"OK",1.09215211339109,0.0111327539751749,2.21976039084593,1.12152283861429,1,-0.387362878058299,48.9580484699207,2.21367495200538,0.0179615290026907,0.00643924602482508,0.748,0.247946607596555,1.2571,0.017572
"DGP A: Log-Normal Hurdle",5,"OK",1.28772228955732,0.0112212266445524,2.13091756249992,1.69364533673,1,-0.0737758173007486,47.5693838641466,2.98136762628732,0.0546275875797056,0.0353887733554476,0.744,0.239297053412138,1.03425,0.04661
"DGP A: Log-Normal Hurdle",6,"OK",1.23401434004357,0.0113190698495429,1.54972614871506,0.914569551578846,1,0.148534314497756,49.8544797850037,2.14858389162242,0.0418491849424313,0.0166989301504571,0.568,-0.0588469725580871,0.98635,0.028018
"DGP A: Log-Normal Hurdle",7,"OK",1.25700822486956,0.0122542943690812,1.68657028145865,1.274917008207,1,0.268742925090353,47.0298533115798,2.53192523307656,0.0410207549192583,0.0197997056309188,0.58,0.459620316024232,0.8964,0.032054
"DGP A: Log-Normal Hurdle",8,"OK",1.1775590499659,0.0118400699208606,1.51933106217976,0.949589431151044,1,0.240232681965255,47.9099847561679,2.12714848111695,0.0145995044913792,0.00399006992086062,0.576,0.244830720721912,1.0668,0.00785
"DGP A: Log-Normal Hurdle",9,"OK",1.1526562018398,0.0111025147286804,1.95557643637795,1.60437119649818,1,0.30206053266632,48.6778570458283,2.75702739833798,0.081732411775208,0.0486754852713196,0.756,0.101176855444134,1.00675,0.059778
"DGP A: Log-Normal Hurdle",10,"OK",1.17290188906914,0.0117427485672918,1.60023016002337,0.21816018937495,1,-0.159853819466444,49.0397092597475,1.39106207844409,0.0227894406365929,0.00631325143270817,0.63,0.437878504488209,1.0707,0.018056
"DGP A: Log-Normal Hurdle",11,"OK",1.17298595277844,0.0113609353804827,1.49633504983514,1.05884098457404,1,-0.0135403219130492,45.3809707282689,2.23182693735248,0.029405741814513,0.0130950646195173,0.634,0.329507355136531,1.0807,0.024456
"DGP A: Log-Normal Hurdle",12,"OK",1.19171937496789,0.0122288981615744,1.48229254498458,0.359290277043754,1,-0.222678786681624,49.3388912445352,1.55100965201164,0.0507107298819779,0.0380648981615744,0.426,-0.275099116161161,1.0104,-0.025836
"DGP A: Log-Normal Hurdle",13,"OK",1.21866831007128,0.0116962467183285,1.54003751390564,0.0993968810527479,1,-0.262311367534943,48.5171020525291,1.11927142901854,0.0549144100671646,0.0361262467183285,0.454,-0.265318972538041,0.9987,-0.02443
"DGP A: Log-Normal Hurdle",14,"OK",1.08993837475591,0.0117195148254679,1.70164062326988,1.1250474393385,1,0.455590027737481,50.3893764200898,2.21498581409441,0.0550249620563108,0.0248904851745321,0.546,0.181999401271261,0.82645,0.03661
"DGP A: Log-Normal Hurdle",15,"OK",1.14789792793876,0.0114240057125764,2.63239513953737,1.48182427265299,1,-0.437384574462261,46.6042466116759,2.62972220059174,0.0389397927186748,0.0241799942874236,0.624,0.344906736555135,0.70665,0.035604
"DGP A: Log-Normal Hurdle",16,"OK",1.19214971926295,0.012052998415725,1.75173219582529,1.43938709199156,1,0.0942696839955257,46.0452565620799,2.63153681125451,0.0282027319949059,0.012907001584275,0.73,0.107776140106504,1.26485,0.02496
"DGP A: Log-Normal Hurdle",17,"OK",1.17363536802974,0.011402428388958,1.94622935040694,1.12601467402775,1,0.100792184440945,50.8032193207262,2.29965004205749,0.0597976172379622,0.033533571611042,0.716,0.185746572714061,0.92305,0.044936
"DGP A: Log-Normal Hurdle",18,"OK",1.12686753556993,0.0121304240116203,3.06683866399166,1.31882061764533,1,-0.62333492684172,46.3565309585621,2.44568815321526,0.014514540487251,0.00523442401162031,0.598,0.23390336540502,1.14875,0.006896
"DGP A: Log-Normal Hurdle",19,"OK",1.16275652266159,0.0115287557444602,2.68071689403156,0.611530664931697,1,-0.484407481724995,50.5103098320559,1.77428718759329,0.0238556609285535,0.00421075574446019,0.474,0.148999839956077,0.86255,0.007318
"DGP A: Log-Normal Hurdle",20,"OK",1.10149084342169,0.0115952392304588,1.89745676351195,1.10124480723866,1,0.345366092798721,46.633595061584,2.20273565066035,0.036838577070101,0.0237487607695412,0.788,0.286456635304055,1.17525,0.035344
"DGP A: Log-Normal Hurdle",21,"OK",1.16806748152273,0.0115892091940298,1.45674878906338,0.984660020504599,1,0.225002923455118,46.9045836488908,2.15272750202733,0.0448167883973725,0.0305127908059702,0.826,0.296112968256618,1.2326,0.042102
"DGP A: Log-Normal Hurdle",22,"OK",1.22789851810926,0.0118719084204687,1.3346985157528,0.421320916803613,1,-0.057528156584739,50.7302406447029,1.64921943491287,0.0194086563272984,0.0108239084204687,0.468,0.0518873604148673,0.9227,0.001048
"DGP A: Log-Normal Hurdle",23,"OK",1.20084268956015,0.0119150849716691,1.34727648123608,0.711254894336545,1,0.0832914202957773,48.0662742669604,1.91209758389669,0.0151314899201772,0.000104915028330918,0.562,0.340419860157156,1.02455,0.01202
"DGP A: Log-Normal Hurdle",24,"OK",1.05174899307865,0.0111505717337904,2.37956906907373,0.0520739695765873,1,0.580046627990609,49.0061477850158,1.10382296265524,0.0238424742709577,0.00901742826620959,0.67,0.123682678043035,1.1167,0.020168
"DGP A: Log-Normal Hurdle",25,"OK",1.18216953953413,0.0110793664834216,2.13805403760469,0.0250897761786245,1,0.408697782952889,48.4980754476466,1.1570797633555,0.0470431264906237,0.0327706335165784,0.826,0.269318421115334,1.05255,0.04385
"DGP A: Log-Normal Hurdle",26,"OK",1.07696742284682,0.0120331032952641,1.68272433808874,0.837420131322648,1,0.328244746859703,49.5829212800986,1.91438755416946,0.0612344961360078,0.035790896704736,0.71,0.485500038194114,0.9988,0.047824
"DGP A: Log-Normal Hurdle",27,"OK",1.24268815380876,0.0119584894853845,1.55537650248918,0.953381696880497,1,-0.0325127597108037,49.6870199449889,2.19606985068926,0.0808996668110511,0.0532475105146155,0.774,0.301921800355136,0.92065,0.065206
