"DGP","Seed","Status","True_ATE","True_Hurdle_ATE","DPglm_CATE_RMSE","DPglm_CATE_Abs_Bias","DPglm_CATE_Coverage","DPglm_CATE_Correlation","DPglm_CATE_CI_Length","DPglm_Est_ATE","DPglm_Hurdle_RMSE","DPglm_Hurdle_Abs_Bias","DPglm_Hurdle_Coverage","DPglm_Hurdle_Correlation","DPglm_Hurdle_CI_Length","DPglm_Est_Hurdle_ATE"
"DGP B: Gamma Hurdle",1,"OK",1.04131593370232,0.0605390965549027,1.8925077574641,0.61709423062526,1,0.243154774378529,58.3688705863114,1.65841016432758,0.0444969260569143,0.00120109655490274,0.998,-0.0970466902576655,1.996,0.059338
"DGP B: Gamma Hurdle",2,"OK",1.08168351446858,0.0625899902775181,0.979147778851408,0.349595307026741,1,0.226951703046443,52.0552519513916,1.43127882149532,0.0346394556055025,0.00566799027751811,1,0.150721929330173,2,0.056922
"DGP B: Gamma Hurdle",3,"OK",1.00459273220035,0.061989410173133,1.60295080392979,0.833507343720799,1,0.145260732478769,48.7054785207199,1.83810007592115,0.0447847242074221,0.030415410173133,0.998,0.11615046198519,1.996,0.031574
"DGP B: Gamma Hurdle",4,"OK",1.03701276850961,0.0635660014797508,1.33441525161485,1.01743799152266,1,0.375371210612591,48.948107582816,2.05445076003227,0.0348325392978621,0.000431998520249152,0.996,0.123777976447485,1.992,0.063998
"DGP B: Gamma Hurdle",5,"OK",1.13630313034745,0.0624933389534259,1.18306068001589,0.730624261815414,1,0.443031391102729,51.8209064688221,1.86692739216286,0.0535184962650411,0.0431313389534259,0.996,0.00981701783901547,1.988,0.019362
"DGP B: Gamma Hurdle",6,"OK",1.06711140769309,0.0594924405387721,3.27309321788064,0.326474792475607,1,-0.0881328856637201,57.9324884530744,0.740636615217484,0.0564733348516504,0.0047284405387721,0.998,-0.00398741650319963,1.996,0.054764
"DGP B: Gamma Hurdle",7,"OK",1.09669941366151,0.0641070511478757,1.87965417968064,0.117990704054922,1,0.123817746112692,49.5386251062297,1.21469011771643,0.0344212474458428,0.00595105114787567,0.998,0.061191794258889,1.998,0.058156
"DGP B: Gamma Hurdle",8,"OK",1.09017566870585,0.0634768842927548,1.07029185020926,0.650150379323741,1,0.311010944493028,51.9963814227819,1.74032604802959,0.0453720690136257,0.0316088842927549,1,0.061106985515797,2,0.031868
"DGP B: Gamma Hurdle",9,"OK",1.03084480168908,0.0611201041898992,2.03536597050594,0.674410833554207,1,0.321313803951892,47.522345347403,1.70525563524328,0.0498934685164043,0.0374981041898992,0.996,0.0301041839834343,1.98805,0.023622
"DGP B: Gamma Hurdle",10,"OK",1.06812638985511,0.0604860253685846,1.57371504915417,0.70706358023045,1,0.278391188953562,49.7248365240895,1.77518997008556,0.0380116586137622,0.0104980253685846,0.98,0.0483067577946402,1.95215,0.049988
"DGP B: Gamma Hurdle",11,"OK",1.05097897564146,0.0616537347756644,0.722237215849125,0.0401423697115056,1,0.404753652270766,50.0568203302197,1.01083660592995,0.0379133808373138,0.00277626522433559,1,0.000899981892177919,2,0.06443
"DGP B: Gamma Hurdle",12,"OK",1.02502604152068,0.0614808953529731,3.37775939994214,0.365393174075173,1,-0.273778550822904,51.4562239428137,1.39041921559585,0.044631428020443,0.0224251046470269,0.99,0.234915551670039,1.97205,0.083906
"DGP B: Gamma Hurdle",13,"OK",1.09205019577225,0.0620441719790205,1.66756346910644,0.149234139409591,1,0.268286835819261,49.8171544891635,0.942816056362655,0.0348356239668536,0.00336182802097951,1,0.137167804975908,2,0.065406
