"Estimand","Estimate","CI_low","CI_high","P_gt_0","Posterior_SD","Design_SE","Total_SE","CI_low_design","CI_high_design"
"Dollar-scale ATE, analytic-sample average",147.868017503216,90.0621054800444,208.44444253987,1,30.3844831807273,NA,NA,NA,NA
"Dollar-scale ATE, survey-weighted population target",143.20074943172,88.6509869595661,197.841680747056,1,27.6140068890136,1.9154697461958,27.6803612840418,88.9472413149985,197.454257548442
"Participation-margin ATE, analytic-sample average",0.120347338871561,0.103583872542198,0.136911322903866,1,0.00861693204993451,NA,NA,NA,NA
"Participation-margin ATE, survey-weighted population target",0.117871863723997,0.101863768507301,0.134035292173774,1,0.00833117327752332,0.0010196186777127,0.00839333488120539,0.101420927356835,0.13432280009116
