"scalar_smearing_ate","scalar_smearing_ci_low","scalar_smearing_ci_high","local_smearing_ate","local_smearing_ci_low","local_smearing_ci_high","relative_change"
187.179185723674,156.388861291674,219.032409324234,192.941310520483,159.227209600591,227.646992025481,0.0307840039720839
