"DGP","Seed","Status","True_ATE","True_Hurdle_ATE","GammaHurdle_CATE_RMSE","GammaHurdle_CATE_Abs_Bias","GammaHurdle_CATE_Coverage","GammaHurdle_CATE_Correlation","GammaHurdle_CATE_CI_Length","GammaHurdle_Est_ATE","GammaHurdle_Hurdle_RMSE","GammaHurdle_Hurdle_Abs_Bias","GammaHurdle_Hurdle_Coverage","GammaHurdle_Hurdle_Correlation","GammaHurdle_Hurdle_CI_Length","GammaHurdle_Est_Hurdle_ATE"
"DGP C: Tweedie Semicontinuous",1,"OK",7.33940162774837,0.00781934585846967,4.15839371708408,0.465824577794866,0.996,0.967708234907803,12.6426549502044,6.87357704995351,0.0779854579538641,0.0164772896161734,0.982,0.2768368094359,0.324166731591218,0.0242966354746431
"DGP C: Tweedie Semicontinuous",2,"OK",6.94025396973394,0.00733667186406463,3.70255383088059,0.422594502416677,0.99,0.957187246034408,11.1634984971841,6.51765946731727,0.0774538858489493,0.00680216274239918,0.886,-0.183209910583901,0.24112358211877,0.000534509121665454
"DGP C: Tweedie Semicontinuous",3,"OK",7.42141698143886,0.00709886111776748,2.94857969572034,0.714331349135664,0.958,0.979715640510472,10.7080955916498,6.70708563230319,0.0511517866885426,0.0234806418331299,1,-0.0584289003843525,0.234979255280716,-0.0163817807153624
"DGP C: Tweedie Semicontinuous",4,"OK",7.017882198064,0.00715642409085682,7.53302008094664,3.05653066932663,0.938,0.886448221991006,11.5510878829692,3.96135152873737,0.0767999140709338,0.00826433291538957,0.99,0.0889367021573057,0.28957583213611,-0.00110790882453275
"DGP C: Tweedie Semicontinuous",5,"OK",7.50430344277929,0.00730504239227639,0.954573642626605,0.690965774730117,0.998,0.999666290729852,11.2818565829627,6.81333766804917,0.108027012649514,0.0506980011079944,0.986,0.0180349936458911,0.239890160533002,-0.043392958715718
"DGP C: Tweedie Semicontinuous",6,"OK",6.30045941400068,0.00753450949496202,2.76317921353003,0.265413809765753,1,0.969409182663989,10.4177739957071,6.03504560423492,0.0602557494218875,0.00796096836392228,0.994,0.104470749821095,0.264818983153312,0.0154954778588843
"DGP C: Tweedie Semicontinuous",7,"OK",6.64430393523773,0.00805843795049482,1.79709357964868,0.294916633583177,1,0.98894273083376,10.3334563778933,6.9392205688209,0.0539305227284968,0.00310270179279238,0.992,0.44526940724543,0.253720951740556,0.0111611397432872
"DGP C: Tweedie Semicontinuous",8,"OK",6.68011125057852,0.00770291943839813,3.29547746072222,0.151493851029426,0.974,0.952686171958039,11.0748501629278,6.52861739954909,0.0902945124585733,0.020318106470657,1,0.0264344832880129,0.250039520130747,-0.0126151870322588
"DGP C: Tweedie Semicontinuous",9,"OK",6.82270315319346,0.00725628556937241,4.09212052114618,0.843894433116129,0.952,0.93850550173156,12.3775650577326,5.97880872007734,0.0756414956036012,0.0204640291065925,1,0.520865358474626,0.460178023866035,-0.0132077435372201
"DGP C: Tweedie Semicontinuous",10,"OK",7.30517061603283,0.0078066679816986,4.07173709025106,1.04981910949039,0.982,0.973989492039715,11.3437588480655,6.25535150654244,0.118141407045696,0.0312700981983999,0.96,0.269968533825658,0.2455991395481,-0.0234634302167013
"DGP C: Tweedie Semicontinuous",11,"OK",6.71992568005192,0.00742586629243692,4.34449106254205,0.914687335447923,0.968,0.944808622342649,10.5713274303043,7.63461301549984,0.0452364336097378,0.00617536798472767,1,0.422389261340917,0.250885904554879,0.0136012342771646
"DGP C: Tweedie Semicontinuous",12,"OK",6.94859310083505,0.00814872052484146,4.71982155724559,0.144614438250685,0.964,0.924290655864309,11.170568736191,7.09320753908573,0.113127662387111,0.0187637331996321,0.974,0.410682712926067,0.300214532247293,-0.0106150126747906
