"DGP","Seed","Status","True_ATE","True_Hurdle_ATE","DPglm_CATE_RMSE","DPglm_CATE_Abs_Bias","DPglm_CATE_Coverage","DPglm_CATE_Correlation","DPglm_CATE_CI_Length","DPglm_Est_ATE","DPglm_Hurdle_RMSE","DPglm_Hurdle_Abs_Bias","DPglm_Hurdle_Coverage","DPglm_Hurdle_Correlation","DPglm_Hurdle_CI_Length","DPglm_Est_Hurdle_ATE"
"DGP C (nonlinear): Tweedie Semicontinuous",1,"OK",0.167006545911239,0.0508299811973203,0.324458814819893,0.022742965160637,1,0.0350540580883349,36.9499570327738,0.144263580750602,0.0699720763239262,0.0624199811973203,1,-0.0165931001525607,2,-0.01159
"DGP C (nonlinear): Tweedie Semicontinuous",2,"OK",0.190575246384559,0.0520047268301583,0.347431913442618,0.0727414218718737,1,0.0558088198597988,38.1934214612218,0.263316668256433,0.0466792466588976,0.0323252731698417,1,0.122022996032389,2,0.08433
"DGP C (nonlinear): Tweedie Semicontinuous",3,"OK",0.170062659541429,0.0510379568346779,0.356951606886133,0.185429269955505,1,0.0561535085837974,37.2418587278064,-0.0153666104140756,0.0314034324951164,0.014111956834678,1,0.221079904701195,2,0.036926
"DGP C (nonlinear): Tweedie Semicontinuous",4,"OK",0.179224984337176,0.0510392828848355,0.338347243582587,0.106410443107312,1,0.0433819845343503,37.8747837067547,0.0728145412298633,0.0793233783481165,0.0710227171151645,1,0.384052109332867,2,0.122062
"DGP C (nonlinear): Tweedie Semicontinuous",5,"OK",0.175836189861389,0.0514303287333581,0.323354492731985,0.128359158377639,1,0.0966021001663635,37.0936819107912,0.0474770314837498,0.0720768715618789,0.0648743287333581,1,-0.107292384799047,2,-0.013444
"DGP C (nonlinear): Tweedie Semicontinuous",6,"OK",0.179425843789392,0.0527559730321366,0.359757264507943,0.0830518154823652,1,0.0748521823328337,38.0823698446693,0.262477659271757,0.0962928799820618,0.0891780269678634,0.998,0.189952515029771,1.996,0.141934
"DGP C (nonlinear): Tweedie Semicontinuous",7,"OK",0.181416754375872,0.0518625474946537,0.377418090270639,0.0464874454329972,1,0.107948236815328,38.9082121832013,0.227904199808869,0.0486236634378869,0.0323254525053463,0.994,0.285100616753407,1.994,0.084188
"DGP C (nonlinear): Tweedie Semicontinuous",8,"OK",0.174619418292395,0.0514797551757717,0.362535996918628,0.1001127284505,0.988,-0.0173533105025774,37.355230849453,0.0745066898418955,0.0784728288694213,0.0687702448242283,0.974,0.358724017848996,1.948,0.12025
"DGP C (nonlinear): Tweedie Semicontinuous",9,"OK",0.172168568595785,0.050592280147804,0.312762764528072,0.027984667984429,1,0.0957072113121819,37.3330128506425,0.144183900611356,0.0342741083906418,0.017123719852196,1,0.153554327422424,2,0.067716
"DGP C (nonlinear): Tweedie Semicontinuous",10,"OK",0.177316345477766,0.0524569377503944,0.351607303728966,0.0287336062515032,1,0.0611412645651613,39.7900805056152,0.20604995172927,0.0460503253126417,0.0216990622496056,0.998,0.299294398729064,1.998,0.074156
"DGP C (nonlinear): Tweedie Semicontinuous",11,"OK",0.169172604944154,0.0502672210245476,0.314833654137229,0.0125896344586672,1,0.0914801457742846,37.7693615449303,0.181762239402821,0.0663898862488066,0.0599147789754524,1,0.317139973076933,2,0.110182
"DGP C (nonlinear): Tweedie Semicontinuous",12,"OK",0.177363765076989,0.0528454694635011,0.33349311447572,0.0432916145941856,1,0.0308957422740439,37.1029612552029,0.220655379671175,0.0467663251713845,0.0368914694635011,1,0.107828662724637,2,0.015954
"DGP C (nonlinear): Tweedie Semicontinuous",13,"OK",0.181902503424849,0.0510942266172133,0.442286103257097,0.225005844425527,0.996,0.0710322035840839,38.6232503848791,0.406908347850376,0.0960836343062702,0.0845357733827867,0.988,0.462548161238058,1.97205,0.13563
"DGP C (nonlinear): Tweedie Semicontinuous",14,"OK",0.177356083690948,0.0516998289583213,0.399503238808198,0.194889846706015,1,-0.0611520984229716,36.7868422008084,-0.017533763015067,0.0663995889539571,0.0591838289583213,1,0.0201528435041596,2,-0.007484
"DGP C (nonlinear): Tweedie Semicontinuous",15,"OK",0.174606420025707,0.0523890114006298,0.34629089942539,0.11129846019174,0.998,0.0748067540243413,37.8440782143587,0.285904880217446,0.0350311969034938,0.0169990114006298,0.996,0.0705710797854187,1.994,0.03539
"DGP C (nonlinear): Tweedie Semicontinuous",16,"OK",0.169869175948351,0.051266844671891,0.373790509468185,0.0998721250228852,1,0.0156137178930617,38.8116760460331,0.069997050925466,0.0400210423145622,0.026599155328109,0.998,0.278547330686639,1.996,0.077866
"DGP C (nonlinear): Tweedie Semicontinuous",17,"OK",0.176150605078298,0.0499217496516651,0.337306958216459,0.0630738571556326,0.996,0.0843050480331541,36.7370845773353,0.23922446223393,0.0305341021353249,0.0093762503483349,0.996,0.193699616873119,1.992,0.059298
"DGP C (nonlinear): Tweedie Semicontinuous",18,"OK",0.164581177675615,0.051867035720333,0.342566972198989,0.0281180560408925,0.996,0.0775204192671034,39.7359701413401,0.192699233716508,0.0986485809430934,0.085668964279667,0.994,0.223910169001248,1.988,0.137536
"DGP C (nonlinear): Tweedie Semicontinuous",19,"OK",0.166385070429136,0.0494453690026771,0.360955357965976,0.151532002377454,1,-0.025020271427989,37.1874517661355,0.0148530680516817,0.0357712174418499,0.0197333690026771,1,0.050126445217851,2,0.029712
"DGP C (nonlinear): Tweedie Semicontinuous",20,"OK",0.175355807372644,0.0527411046099344,0.373981982070993,0.113589537835967,1,0.0141332621161218,38.3612416584154,0.288945345208611,0.0530560633526968,0.0415948953900656,1,0.288561804964249,2,0.094336
"DGP C (nonlinear): Tweedie Semicontinuous",21,"OK",0.182329773991576,0.0506461440519615,0.356609834893871,0.113801242763878,1,-0.0390732287901819,36.9828264950531,0.0685285312276976,0.103977716132942,0.0982141440519615,1,-0.29465269945524,2,-0.047568
