"DGP","Seed","Status","True_ATE","True_Hurdle_ATE","DPglm_CATE_RMSE","DPglm_CATE_Abs_Bias","DPglm_CATE_Coverage","DPglm_CATE_Correlation","DPglm_CATE_CI_Length","DPglm_Est_ATE","DPglm_Hurdle_RMSE","DPglm_Hurdle_Abs_Bias","DPglm_Hurdle_Coverage","DPglm_Hurdle_Correlation","DPglm_Hurdle_CI_Length","DPglm_Est_Hurdle_ATE"
"DGP A (nonlinear): Log-Normal Hurdle",1,"OK",1.56884176910469,0.0557688496158751,2.18517031118497,1.20213338488137,1,0.434357630260677,79.245201558733,2.77097515398606,0.0826203236898429,0.0655871503841249,1,0.328620259904571,2,0.121356
"DGP A (nonlinear): Log-Normal Hurdle",2,"OK",1.61318773034067,0.0594952776958274,2.18367404806464,0.374551993680449,1,0.43674542068027,79.8905830753256,1.98773972402112,0.0508174164700127,0.00502727769582737,1,0.18753250345441,2,0.054468
"DGP A (nonlinear): Log-Normal Hurdle",3,"OK",1.64438056899744,0.055576647502657,3.2239861429749,0.236787032545463,1,-0.254987681102393,70.6845125913673,1.8811676015429,0.059537298779023,0.00803664750265705,1,0.0850839526217308,2,0.04754
"DGP A (nonlinear): Log-Normal Hurdle",4,"OK",1.78793845028578,0.0553308037706293,2.13528448704389,0.763842051171203,1,0.664847630425754,80.772324701032,2.55178050145699,0.087054457838462,0.0705451962293707,1,0.172534801158166,2,0.125876
"DGP A (nonlinear): Log-Normal Hurdle",5,"OK",1.58881630676919,0.0586305682257537,2.33409423641098,0.363434994829448,0.964,0.48281930578678,82.8165456255755,1.95225130159863,0.095109937812636,0.0391454317742463,0.896,0.111420815280906,1.6762,0.097776
"DGP A (nonlinear): Log-Normal Hurdle",6,"OK",1.47385520543599,0.0595189892959818,1.78248139014738,0.413131057982105,1,0.664888273126236,68.6416418699692,1.8869862634181,0.0578032116723033,0.0164210107040182,1,0.173185816219732,2,0.07594
"DGP A (nonlinear): Log-Normal Hurdle",7,"OK",1.52628977723756,0.0596459665419701,1.51423141371608,0.401047533121763,1,0.432193192991033,76.1135935136089,1.92733731035933,0.0994193467323297,0.0851260334580299,1,0.257424202071485,2,0.144772
"DGP A (nonlinear): Log-Normal Hurdle",8,"OK",1.45986913076962,0.0527499656573137,2.18772613487933,0.934744539343517,1,0.503656882767103,114.2002389496,2.39461367011313,0.0529410027781793,0.00240196565731372,0.992,0.299295270615803,1.9801,0.050348
"DGP A (nonlinear): Log-Normal Hurdle",9,"OK",1.31476313303371,0.0583393678523996,2.15834847377801,0.906711991776129,0.972,0.481135152050534,93.7867467259504,2.22147512480984,0.0960579714358693,0.0197086321476004,0.836,0.152926264855951,1.5767,0.078048
"DGP A (nonlinear): Log-Normal Hurdle",10,"OK",1.70732237497453,0.0659329802627683,6.08704270491624,0.211594328666962,1,-0.774333895151061,76.3072790783962,1.49572804630757,0.0523689551809522,0.0036510197372317,0.996,0.143659134542021,1.996,0.069584
"DGP A (nonlinear): Log-Normal Hurdle",11,"OK",1.81640663696603,0.0586386285414264,1.93675786328921,0.114542149518149,1,0.762265487680105,74.5533014689968,1.70186448744788,0.0526628883081301,0.000758628541426375,0.992,0.146648475686171,1.992,0.05788
"DGP A (nonlinear): Log-Normal Hurdle",12,"OK",1.92090323381448,0.0595157045378265,5.03789482122091,1.3604619679566,1,0.838089337175299,83.2603061123316,3.28136520177107,0.165405858363007,0.156656295462174,1,0.320805042668969,2,0.216172
"DGP A (nonlinear): Log-Normal Hurdle",13,"OK",1.62922317079539,0.0627164739246068,2.49233047141928,0.345244288875969,0.988,-0.11469429826604,77.4055368302526,1.28397888191942,0.0767041884104215,0.0513155260753932,0.976,0.214617120691714,1.952,0.114032
