"DGP","Seed","Status","True_ATE","True_Hurdle_ATE","DPglm_CATE_RMSE","DPglm_CATE_Abs_Bias","DPglm_CATE_Coverage","DPglm_CATE_Correlation","DPglm_CATE_CI_Length","DPglm_Est_ATE","DPglm_Hurdle_RMSE","DPglm_Hurdle_Abs_Bias","DPglm_Hurdle_Coverage","DPglm_Hurdle_Correlation","DPglm_Hurdle_CI_Length","DPglm_Est_Hurdle_ATE"
"DGP C (nonlinear): Tweedie Semicontinuous",1,"OK",4.10940286544429,0.0125050541337411,4.61461061568955,2.90029602887634,1,0.0508628346528941,71.2670886323799,1.20910683656796,0.0169133511645148,0.00864505413374112,0.314,0.361855288835754,0.56455,0.00386
"DGP C (nonlinear): Tweedie Semicontinuous",2,"OK",4.68933992558406,0.0102328152516525,3.81510237181274,1.6741996179842,1,0.604425665603418,80.4071745623172,3.01514030759986,0.020609999852413,0.0105311847483475,0.332,0.462026116474264,0.3423,0.020764
"DGP C (nonlinear): Tweedie Semicontinuous",3,"OK",4.18460232568401,0.0110050929926701,3.35749183746166,1.50572691553689,1,0.0644776364101951,73.2576026799237,2.67887541014712,0.0328660683745803,0.0121629070073299,0.42,0.478793186692019,0.55455,0.023168
"DGP C (nonlinear): Tweedie Semicontinuous",4,"OK",4.41005267294037,0.0106861456413941,3.91412960968863,2.11951851838073,1,0.367722805673063,73.1545308468305,2.29053415455963,0.0548560737995396,0.0235838543586059,0.398,0.368346076200773,0.4982,0.03427
"DGP C (nonlinear): Tweedie Semicontinuous",5,"OK",4.32666718853785,0.0107736711650273,5.2454141815385,2.48744120885462,1,0.127908507829003,77.814920333479,1.83922597968322,0.0205265902503756,0.000328328834972733,0.31,0.244266483201217,0.45445,0.011102
"DGP C (nonlinear): Tweedie Semicontinuous",6,"OK",4.41499506848531,0.0118990945692886,5.86449261361914,3.84494760871545,1,0.055677450442273,73.9022395679463,0.570047459769862,0.0162072860588526,0.000650905430711365,0.38,0.536121431831975,0.576699999999999,0.01255
"DGP C (nonlinear): Tweedie Semicontinuous",7,"OK",4.46398388879941,0.0111765745605543,7.02523571914175,2.68999828478503,1,0.681100723676142,78.107321993032,1.77398560401438,0.0286064382525633,0.0128734254394457,0.46,0.684205136966812,0.6808,0.02405
"DGP C (nonlinear): Tweedie Semicontinuous",8,"OK",4.29672701736114,0.0113454810322949,4.69201311415783,3.55669808031383,1,0.32649020990791,73.4874025971844,0.740028937047302,0.0274946661076499,0.0129814810322949,0.366,-0.306587785084707,0.7244,-0.001636
"DGP C (nonlinear): Tweedie Semicontinuous",9,"OK",4.23642082570218,0.0114989840209958,4.1962550270397,2.64188739851859,1,0.352030099519551,79.3127420521756,1.59453342718359,0.0619975753651174,0.0320750159790041,0.482,0.585963777343194,0.49035,0.043574
"DGP C (nonlinear): Tweedie Semicontinuous",10,"OK",4.36308825034748,0.0115747799925854,4.45185929681645,1.87099829605155,1,0.0394272033334655,82.9418156236606,2.49208995429593,0.0213469770431235,0.0129947799925854,0.366,0.0794855547597318,0.7206,-0.00142
"DGP C (nonlinear): Tweedie Semicontinuous",11,"OK",4.1627014301683,0.0113310177594953,3.80764578338956,1.30743759225468,1,0.0893182265274803,76.5479116412209,2.85526383791362,0.0174294116461556,0.00754101775949528,0.484,0.154273401885346,0.827449999999999,0.00379
"DGP C (nonlinear): Tweedie Semicontinuous",12,"OK",4.36425506830579,0.0119546941766805,4.12046525297862,2.10111050421652,1,-0.00398099849581141,69.3083509786719,2.26314456408926,0.039229133596935,0.0195853058233195,0.442,0.619647960844737,0.48455,0.03154
"DGP C (nonlinear): Tweedie Semicontinuous",13,"OK",4.47593634564991,0.0112852013353082,7.42783412160468,3.04809585098542,0.998,-0.568831378891132,76.7702367552476,1.42784049466449,0.032124257562701,0.0214567986646918,0.608,0.705563746032529,0.614499999999999,0.032742
"DGP C (nonlinear): Tweedie Semicontinuous",14,"OK",4.36406605829043,0.0121645847348873,5.04895894152421,2.51335236469219,1,0.430278198236214,80.0479702768545,1.85071369359824,0.0311881354446068,0.0203874152651127,0.562,0.666555966163485,0.572699999999999,0.032552
