"DGP","Seed","True_ATE","True_Hurdle_ATE","Linear_CATE_RMSE","Linear_CATE_Abs_Bias","Linear_CATE_Coverage","Linear_CATE_Correlation","Linear_CATE_CI_Length","Linear_Est_ATE","Smear_CATE_RMSE","Smear_CATE_Abs_Bias","Smear_CATE_Coverage","Smear_CATE_Correlation","Smear_CATE_CI_Length","Smear_Est_ATE","Linear_Hurdle_RMSE","Linear_Hurdle_Abs_Bias","Linear_Hurdle_Coverage","Linear_Hurdle_Correlation","Linear_Hurdle_CI_Length","Linear_Est_Hurdle_ATE","Smear_Hurdle_RMSE","Smear_Hurdle_Abs_Bias","Smear_Hurdle_Coverage","Smear_Hurdle_Correlation","Smear_Hurdle_CI_Length","Smear_Est_Hurdle_ATE"
"DGP C (nonlinear): Tweedie Semicontinuous",1,0.00467408306989485,0.0195150930905089,NA,NA,NA,NA,NA,NA,0.00552228940708611,0.000202329432135255,0.992,0.00130653302516277,0.0396083067969393,0.0044717536377596,NA,NA,NA,NA,NA,NA,0.0115909937784589,0.00350513863127801,1,-0.000445615030083933,0.154088488733594,0.0160099544592309
"DGP C (nonlinear): Tweedie Semicontinuous",2,0.00533371029145488,0.0208818291898502,NA,NA,NA,NA,NA,NA,0.00789126014879129,0.006157789580461,1,0.322882271546587,0.0432809309719902,0.0114914998719159,NA,NA,NA,NA,NA,NA,0.0523000554524876,0.0471808824042875,1,-0.0189417028215739,0.242524382678802,0.0680627115941378
"DGP C (nonlinear): Tweedie Semicontinuous",3,0.00475961581892935,0.0198231979523438,NA,NA,NA,NA,NA,NA,0.00347415142102846,0.000494685380467537,0.998,0.171837245389206,0.0247311826235004,0.00426493043846181,NA,NA,NA,NA,NA,NA,0.0117190582469719,0.00473444196126155,1,0.025575008948708,0.144382148743988,0.0150887559910823
"DGP C (nonlinear): Tweedie Semicontinuous",4,0.00501604569103412,0.0202182707941816,NA,NA,NA,NA,NA,NA,0.00525503263941863,0.0036038231904491,0.954,0.343992253373984,0.0478601365504505,0.00141222250058502,NA,NA,NA,NA,NA,NA,0.014928548681737,0.00690863983978377,0.998,0.518010125311935,0.217008169120576,0.0133096309543979
"DGP C (nonlinear): Tweedie Semicontinuous",5,0.00492120206200028,0.0201296210323276,NA,NA,NA,NA,NA,NA,0.00483308840377274,0.00195680367202216,0.998,0.134069088260907,0.0346817122213906,0.00687800573402244,NA,NA,NA,NA,NA,NA,0.0263150068184556,0.0190988758499782,1,-0.194709014594752,0.186270311676261,0.0392284968823058
"DGP C (nonlinear): Tweedie Semicontinuous",6,0.00502166722975829,0.0205082461890081,NA,NA,NA,NA,NA,NA,0.00660515143462013,0.00438001210191943,0.972,-0.167308374916962,0.0308416536260675,0.000641655127838868,NA,NA,NA,NA,NA,NA,0.0235585989476304,0.0210212554091661,1,-0.0808955863563396,0.154681760501441,-0.000513009220158013
"DGP C (nonlinear): Tweedie Semicontinuous",7,0.00507738768918799,0.0203047786299309,NA,NA,NA,NA,NA,NA,0.0144018601707237,0.0113394256162305,1,0.192289410100976,0.0862877248460474,0.0164168133054185,NA,NA,NA,NA,NA,NA,0.0255775406925459,0.015768798889806,1,-0.0573678898454428,0.240901873247202,0.0360735775197368
"DGP C (nonlinear): Tweedie Semicontinuous",8,0.00488714775976002,0.0200776700555447,NA,NA,NA,NA,NA,NA,0.00403595177917682,0.000100153667982762,1,0.216421397649944,0.0412069661179465,0.00478699409177726,NA,NA,NA,NA,NA,NA,0.0173793403413547,0.00362495675087256,1,-0.0278814745355448,0.21397279068294,0.0164527133046721
"DGP C (nonlinear): Tweedie Semicontinuous",9,0.00481855478927927,0.0197118008245733,NA,NA,NA,NA,NA,NA,0.00550532451608122,0.00387426348782468,0.976,0.0983452448324027,0.0251098681210179,0.000944291301454585,NA,NA,NA,NA,NA,NA,0.0117150058339661,0.0058632831927766,1,0.171865019520708,0.188120775023652,0.0138485176317967
"DGP C (nonlinear): Tweedie Semicontinuous",10,0.00496262780534208,0.0204526501042761,NA,NA,NA,NA,NA,NA,0.00605665255691798,0.00311933606945717,0.996,-0.0371745636865254,0.0350400925202645,0.00808196387479925,NA,NA,NA,NA,NA,NA,0.0282103871091895,0.0218595611147868,1,-0.388159923615137,0.168302281063246,0.0423122112190629
