"DGP","Seed","Status","True_ATE","True_Hurdle_ATE","DPglm_CATE_RMSE","DPglm_CATE_Abs_Bias","DPglm_CATE_Coverage","DPglm_CATE_Correlation","DPglm_CATE_CI_Length","DPglm_Est_ATE","DPglm_Hurdle_RMSE","DPglm_Hurdle_Abs_Bias","DPglm_Hurdle_Coverage","DPglm_Hurdle_Correlation","DPglm_Hurdle_CI_Length","DPglm_Est_Hurdle_ATE"
"DGP A (nonlinear): Log-Normal Hurdle",1,"OK",1.77879619827561,0.0110916317871946,2.13568044367923,0.147274342221166,1,0.3556262897558,58.9748814145292,1.92607054049677,0.0430736670096691,0.0207783682128054,0.546,0.288069541501057,0.722749999999999,0.03187
"DGP A (nonlinear): Log-Normal Hurdle",2,"OK",1.70117270918671,0.0114233493779223,2.72447823070531,0.346939075526359,1,-0.623680122546458,56.3203420195162,1.35423363366036,0.0312442247785679,0.00588465062207773,0.344,0.467198582705213,0.53625,0.017308
"DGP A (nonlinear): Log-Normal Hurdle",3,"OK",1.50082176354147,0.00788199031923513,1.61055692026303,0.481805458666581,1,-0.11318505791635,49.6110365990229,1.98262722220805,0.0323928182129041,0.00370800968076487,0.684,0.182697994008712,1.2023,0.01159
"DGP A (nonlinear): Log-Normal Hurdle",4,"OK",1.65517084657915,0.00764632427028824,2.56640389989578,0.327224735883585,1,-0.556196279467213,59.5879686530636,1.32794611069557,0.0365849055073392,0.00169367572971176,0.588,-0.098683903548002,1.0487,0.00934
"DGP A (nonlinear): Log-Normal Hurdle",5,"OK",1.68303833400879,0.00953527958929935,1.99405492805566,0.824438163840104,1,0.168087492046612,53.9967362109356,0.858600170168683,0.0419676366808516,0.0226407204107007,0.782,0.190432659173899,1.33665,0.032176
"DGP A (nonlinear): Log-Normal Hurdle",6,"OK",1.69905195585648,0.0102771252163715,1.76017653809275,0.298619467566325,1,0.491415313551045,61.1228573006234,1.99767142342281,0.0352838124689208,0.0106368747836285,0.566,0.274055520228928,0.98085,0.020914
"DGP A (nonlinear): Log-Normal Hurdle",7,"OK",1.71830679000571,0.0111531675511075,2.20096677207172,0.610152536467626,1,0.273952698810227,55.8219245915378,2.32845932647333,0.0315959669696528,0.0012708324488925,0.466,0.16691849661804,0.8544,0.012424
"DGP A (nonlinear): Log-Normal Hurdle",8,"OK",1.61821317185072,0.00835365689759604,2.01833336948408,0.575713221794905,1,0.406385043974058,55.6797629246842,2.19392639364562,0.0348618747516186,0.00233565689759604,0.598,0.168668497261644,1.1446,0.006018
"DGP A (nonlinear): Log-Normal Hurdle",9,"OK",1.59257984701277,0.00775491581875694,2.94849246454964,0.0158813542916367,1,-0.327424189345071,55.2853496372291,1.6084612013044,0.0419340220285376,0.0147849158187569,0.6,0.155136617925015,1.2344,-0.00703
"DGP A (nonlinear): Log-Normal Hurdle",10,"OK",1.63487285889802,0.00996041030507254,1.88339234390173,0.995205488348252,0.998,0.441958663669205,52.3141435064772,0.639667370549773,0.0435244643372244,0.0115584103050725,0.408,-0.198457204295116,0.82045,-0.001598
"DGP A (nonlinear): Log-Normal Hurdle",11,"OK",1.64011152416079,0.0102377728127234,2.34837873745243,0.527462498248377,1,-0.504836333210554,49.8751272998851,1.11264902591242,0.0381240061920674,0.0183102271872766,0.608,0.35811251842009,1.01665,0.028548
"DGP A (nonlinear): Log-Normal Hurdle",12,"OK",1.73551261561094,0.0122002576167792,3.97593634005918,1.06093651080829,1,0.153458501123713,54.6116610318377,0.674576104802651,0.0261879085336867,0.00838425761677919,0.446,0.212330554192235,0.8602,0.003816
"DGP A (nonlinear): Log-Normal Hurdle",13,"OK",1.65942638634522,0.0109536054736015,1.71667420258304,0.254133013606997,1,0.446713393907073,55.1765752538317,1.91355939995222,0.053387500120862,0.0229103945263985,0.568,0.126128057423416,0.86425,0.033864
"DGP A (nonlinear): Log-Normal Hurdle",14,"OK",1.56498916566386,0.00865361567488014,2.20898060896274,0.121642612846853,0.996,-0.337751158371013,54.5068570692028,1.44334655281701,0.0666053899311723,0.0323243843251199,0.59,0.247182589620487,0.88655,0.040978
"DGP A (nonlinear): Log-Normal Hurdle",15,"OK",1.54721675878056,0.00983061699459156,1.58718039475536,0.479842139050848,1,0.197438442810078,52.8041213387721,2.02705889783141,0.0389985910104755,0.0152693830054084,0.496,0.287467086372437,0.82645,0.0251
"DGP A (nonlinear): Log-Normal Hurdle",16,"OK",1.64442749094885,0.00961199910891512,8.64659841799792,1.29508745455681,1,-0.564380004479692,54.5146356771316,0.349340036392042,0.0683346519089119,0.0422560008910849,0.93,-0.00492386758029613,1.47465,0.051868
"DGP A (nonlinear): Log-Normal Hurdle",17,"OK",1.79543427368783,0.00966530213829743,3.93383535339907,0.406673672080378,1,-0.534503893711936,54.3304544418309,1.38876060160745,0.062590662469336,0.0260126978617026,0.648,-0.273500725705896,0.9208,0.035678
"DGP A (nonlinear): Log-Normal Hurdle",18,"OK",1.61527027945536,0.00924205800877623,2.29193909668368,0.0297155044841956,1,-0.36395345232232,53.7374125744724,1.64498578393955,0.0470824253517295,0.0212739419912238,0.66,0.241793698325236,1.121,0.030516
"DGP A (nonlinear): Log-Normal Hurdle",19,"OK",1.7796889305903,0.0100460313079326,4.00074504856421,1.50216524288479,1,0.545039036377207,55.6357308215692,3.28185417347509,0.0655321417952309,0.0358859686920674,0.62,0.314068742267293,1.06235,0.045932
"DGP A (nonlinear): Log-Normal Hurdle",20,"OK",1.54205268852783,0.005904442741914,1.61862855873001,0.192699831085205,0.988,0.490760229599226,56.1170782303258,1.73475251961303,0.0536388426248738,0.013087557258086,0.26,0.179872335848525,0.4103,0.018992
"DGP A (nonlinear): Log-Normal Hurdle",21,"OK",1.4805246735206,0.00985448884552278,2.40807667796172,0.0750852621265998,1,-0.363701983010381,50.5591251236763,1.5556099356472,0.0573469283277671,0.0296555111544772,0.728,0.0585944580769503,1.20855,0.03951
"DGP A (nonlinear): Log-Normal Hurdle",22,"OK",1.59338568035192,0.00762454590267198,3.30466621511935,1.07794942344649,0.998,-0.0671486586089182,61.1187117125503,0.515436256905435,0.036313168351049,0.000490545902671983,0.476,0.114463245774562,0.89265,0.007134
"DGP A (nonlinear): Log-Normal Hurdle",23,"OK",1.80353891796452,0.0113217184252078,1.97945685021315,0.161206931262726,1,0.520526984893121,57.7499530184554,1.96474584922724,0.0256780680298247,0.0105322815747922,0.666,0.470381014176917,1.06475,0.021854
"DGP A (nonlinear): Log-Normal Hurdle",24,"OK",1.64778232870458,0.00774942738405258,4.38868908160485,0.58673646618647,1,-0.457547338442759,50.7577846650126,1.06104586251811,0.0794026834285551,0.0515565726159474,0.762,0.182467378015042,1.03445,0.059306
"DGP A (nonlinear): Log-Normal Hurdle",25,"OK",1.68081539231087,0.00780155132890761,3.52378761171053,0.461115019159245,1,0.372368782951764,56.5935087850497,1.21970037315163,0.0340891143802522,0.0125404486710924,0.67,0.265836948237086,1.04295,0.020342
"DGP A (nonlinear): Log-Normal Hurdle",26,"OK",1.63823596130259,0.00879775727672905,1.87186817503529,0.172174111892081,1,0.339603877097552,61.9582889574682,1.81041007319467,0.0512719505323494,0.0274042427232709,0.678,0.229960961734983,1.1464,0.036202
"DGP A (nonlinear): Log-Normal Hurdle",27,"OK",1.73131503346415,0.0082540335253684,6.32264988386529,0.298044265486292,0.996,-0.702332449395602,66.5302035950318,1.43327076797786,0.0847688006099327,0.0483079664746316,0.612,0.394934565574534,0.8424,0.056562
"DGP A (nonlinear): Log-Normal Hurdle",28,"OK",1.60797132144139,0.00621939904440957,1.79302689323672,0.206351581118007,0.996,0.0566007418295808,55.7498938364101,1.81432290255939,0.0824466475181092,0.0491846009555904,0.788,0.0027253756507209,1.2567,0.055404
