"DGP","Seed","Status","True_ATE","True_Hurdle_ATE","DPglm_CATE_RMSE","DPglm_CATE_Abs_Bias","DPglm_CATE_Coverage","DPglm_CATE_Correlation","DPglm_CATE_CI_Length","DPglm_Est_ATE","DPglm_Hurdle_RMSE","DPglm_Hurdle_Abs_Bias","DPglm_Hurdle_Coverage","DPglm_Hurdle_Correlation","DPglm_Hurdle_CI_Length","DPglm_Est_Hurdle_ATE"
"DGP B: Gamma Hurdle",1,"OK",1.03946845104642,0.0340762112105508,2.24014682142035,0.564256123916269,1,0.153033450345056,54.5153906724801,1.60372457496269,0.0572085739162894,0.0324577887894492,0.912,0.165277969259694,1.75225,0.066534
"DGP B: Gamma Hurdle",2,"OK",1.11670130545484,0.0342525736893592,1.34165982036951,0.417087097185391,1,-0.0938963598282293,50.7748762876336,1.53378840264023,0.0324628615594635,0.0011965736893592,0.918,-0.0165987312259742,1.77225,0.033056
"DGP B: Gamma Hurdle",3,"OK",1.0244863748076,0.0337552539442459,1.62952968858139,1.15988959052146,1,-0.0125946782761295,49.5070153768563,2.18437596532906,0.0283280860471948,0.00756925394424589,0.938,0.107909406990679,1.82605,0.026186
"DGP B: Gamma Hurdle",4,"OK",1.0228337861837,0.0341860009290037,2.81310461641748,1.82690571386914,1,-0.0449456544949146,49.5691776498495,2.84973950005284,0.0299583372476188,0.00123000092900369,0.972,0.0193419907190407,1.91025,0.032956
"DGP B: Gamma Hurdle",5,"OK",1.17320885925167,0.0342092103804721,1.5586873197797,0.941457626541547,1,0.276611574580962,50.0836607960353,2.11466648579322,0.0355790651834515,0.0134127896195279,0.968,0.0982785923735565,1.8704,0.047622
"DGP B: Gamma Hurdle",6,"OK",1.12307194693151,0.0335530779584051,2.98652174360119,0.530599272061657,1,-0.0399863984589536,55.0397027513584,0.592472674869852,0.0444689685446533,0.000303077958405131,0.96,-0.0985613584343216,1.88415,0.03325
"DGP B: Gamma Hurdle",7,"OK",1.1486699191055,0.0362052777828499,1.48946576277164,0.206850890398063,1,-0.0890880944444653,50.0355642823224,1.35552080950357,0.0493944667607441,0.0429692777828499,0.958,-0.146356005891261,1.91415,-0.006764
"DGP B: Gamma Hurdle",8,"OK",1.09676391690297,0.0351783931348561,1.38900568750472,0.944127927926315,1,0.0260503775661279,51.210975304708,2.04089184482928,0.0313942803725599,0.0139823931348561,0.958,0.104971196021363,1.8862,0.021196
"DGP B: Gamma Hurdle",9,"OK",1.05683891549581,0.0337258855244657,1.12201290895785,0.645393269545948,1,0.135114469954082,50.2585001200092,1.70223218504176,0.0297604252628356,0.0154258855244657,0.93,0.0799877561404361,1.83025,0.0183
"DGP B: Gamma Hurdle",10,"OK",1.08736286710881,0.034032008468493,2.27461299112959,0.820212463010115,1,-0.36284693785087,51.4640348777927,1.90757533011893,0.0335522102781353,0.025462008468493,0.958,0.208883300121452,1.90215,0.00857
