"DGP","Seed","Status","True_ATE","True_Hurdle_ATE","GammaP01_CATE_RMSE","GammaP01_CATE_Abs_Bias","GammaP01_CATE_Coverage","GammaP01_CATE_Correlation","GammaP01_CATE_CI_Length","GammaP01_Est_ATE","GammaP01_Hurdle_RMSE","GammaP01_Hurdle_Abs_Bias","GammaP01_Hurdle_Coverage","GammaP01_Hurdle_Correlation","GammaP01_Hurdle_CI_Length","GammaP01_Est_Hurdle_ATE"
"DGP A (nonlinear): Log-Normal Hurdle",1,"OK",0.860725443309755,0.0523380867109889,13.3301891400145,2.27668491987674,0.69,0.132553579321539,58.2868109929746,3.1374103631865,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",2,"OK",0.811826171289445,0.0533436456268901,2266361.72345582,9627.49002120998,0.18,-0.707410731274189,1335153.02932566,-9626.6781950387,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",3,"OK",0.709414466852055,0.0537987106627132,4.12183211374643,1.44360902890825,0.672,-0.166747777404604,8.11684998368341,2.1530234957603,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",4,"OK",0.813203783950308,0.05422187970449,41331.2479870387,19842.1639266458,0,-0.045519368879342,15010.096796512,19842.9771304297,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",5,"OK",0.761813482096405,0.0511078574866084,6.61073727327056,0.0767942885289676,0.848,0.0415946543578034,11.1120974126021,0.838607770625372,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",6,"OK",0.70286204764838,0.0500497317225582,5771632.62284952,677163.847878447,0.376,0.0487480675643105,4225747.14617427,-677163.145016399,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",7,"OK",0.782667092315124,0.0450927822051097,594686537104.599,593075070368.188,0,0.11543447924335,1205864264534.51,593075070368.971,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",8,"OK",0.778684420195761,0.0491529292557199,190972660.606892,139798138.538925,0,-0.215042573552862,252371210.567219,139798139.31761,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",9,"OK",0.72602041134221,0.0474751929256493,2.68495079188228,0.749004570235513,0.824,0.216318477097805,6.84036571712159,1.47502498157772,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",10,"OK",0.771679176868858,0.0499363409760237,2.22502168520778,0.871914277444828,0.874,0.582100183779737,8.02056614335496,1.64359345431369,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",11,"OK",0.817026192010571,0.054824953353648,2.8480184077543,0.270727784596291,0.714,-0.31498660350169,7.02418087447269,1.08775397660686,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",12,"OK",0.717639861782053,0.0456265986893337,4.67647264596062,0.722417860565143,0.602,0.675915192459173,7.00463314718313,1.4400577223472,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",13,"OK",0.740700828803155,0.0491114824606551,14.3218905693583,3.38602396912396,0.666,0.064498463324246,14.9278151203414,4.12672479792711,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",14,"OK",0.729989405854631,0.0493994140029361,2.51642017643675,0.071931749828386,0.916,0.325733875471646,6.2387226335474,0.801921155683017,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",15,"OK",0.71963822213755,0.0486898336498225,19.0066165462316,1.13630813975233,0.734,0.0855032921079213,16.1493855076155,-0.416669917614784,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",16,"OK",0.803219684776585,0.0478031141837478,5.23682608070745,0.190617799285382,0.782,-0.290712548747055,7.83817620876019,0.612601885491203,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",17,"OK",0.867760484112582,0.0528714636858967,508275346.61705,507238718.875207,0,0.182175772078522,934893500.216189,507238719.742967,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",18,"OK",0.679916418282112,0.0497479589709259,2.25076923053627,1.05315739437182,0.84,0.368596022085445,8.42484131090518,1.73307381265393,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",19,"OK",0.809648323497285,0.0493242287238977,2.96283732456884,0.62009642418773,0.67,0.300410287045022,6.81757278350588,1.42974474768502,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",20,"OK",0.689587098388614,0.0487679373556635,8.2505733716596,0.400852271947821,0.718,-0.0159387636629435,11.4763532952796,0.288734826440793,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",21,"OK",0.668936741832886,0.0503382679312167,3.98512126147911,1.89729557571729,0.676,0.514296768085992,9.98549223344536,2.56623231755018,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",22,"OK",0.757471062489542,0.0513865173363206,5.25368551648135,1.775784488786,0.808,0.303549603244579,8.76420152507511,2.53325555127554,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",23,"OK",0.901502582117741,0.0528665798991664,53609309.2014959,43222364.8719795,0,0.237397330314296,28087665.1425935,-43222363.9704769,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",24,"OK",0.825778133668205,0.0507169001325583,15.5953380277181,2.41164777637315,0.664,0.525180404473699,17.0477559399615,3.23742591004136,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",25,"OK",0.802501213246095,0.0536961192217311,520624035954.683,517674807741.147,0,-0.13508096505127,502472051178.55,-517674807740.345,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",26,"OK",0.713738118728978,0.0494557632483639,4.50920919847557,0.45718212673005,0.674,-0.386563176593284,7.0630682847009,0.256555991998928,NA,NA,NA,NA,NA,NA
