"DGP","Seed","Status","True_ATE","True_Hurdle_ATE","GammaP01_CATE_RMSE","GammaP01_CATE_Abs_Bias","GammaP01_CATE_Coverage","GammaP01_CATE_Correlation","GammaP01_CATE_CI_Length","GammaP01_Est_ATE","GammaP01_Hurdle_RMSE","GammaP01_Hurdle_Abs_Bias","GammaP01_Hurdle_Coverage","GammaP01_Hurdle_Correlation","GammaP01_Hurdle_CI_Length","GammaP01_Est_Hurdle_ATE"
"DGP B (nonlinear): Gamma Hurdle",1,"OK",1.32068980625029,0.0587625169975603,4.10254134717346,0.577662945452185,0.606,0.088849573253733,4.71238730487748,0.743026860798105,NA,NA,NA,NA,NA,NA
"DGP B (nonlinear): Gamma Hurdle",2,"OK",1.35611582704947,0.0610520065084555,3.6075520486248,0.509439466161413,0.622,0.15557620690624,5.23469214155912,1.86555529321089,NA,NA,NA,NA,NA,NA
"DGP B (nonlinear): Gamma Hurdle",3,"OK",1.26357303851236,0.0590965599524502,4.93925317948447,1.0976247630803,0.495,-0.174122424464823,6.2083083972256,2.36119780159266,NA,NA,NA,NA,NA,NA
"DGP B (nonlinear): Gamma Hurdle",4,"OK",1.33088919772982,0.0605077594224344,7779843.6957509,7634708.58465918,0,-0.280408949469288,3491233.77116998,-7634707.25376999,NA,NA,NA,NA,NA,NA
"DGP B (nonlinear): Gamma Hurdle",5,"OK",1.43332602686414,0.0583541145427272,3.60580717820805,0.162950812313892,0.759,-0.314380087052229,5.02103487836271,1.59627683917803,NA,NA,NA,NA,NA,NA
"DGP B (nonlinear): Gamma Hurdle",6,"OK",1.36760288256194,0.0616226001234908,3.68287282790912,0.246089312643878,0.602,-0.171903239032175,5.18187445483694,1.12151356991806,NA,NA,NA,NA,NA,NA
"DGP B (nonlinear): Gamma Hurdle",7,"OK",1.43020001537259,0.0614730536667273,3.98254695382779,0.249366031304219,0.599,-0.00111847035722719,5.45839430268086,1.6795660466768,NA,NA,NA,NA,NA,NA
"DGP B (nonlinear): Gamma Hurdle",8,"OK",1.37022467475421,0.0597239384862113,3.08105429581201,0.0478831301158343,0.592,0.0812109204688612,4.68997459218265,1.32234154463838,NA,NA,NA,NA,NA,NA
"DGP B (nonlinear): Gamma Hurdle",9,"OK",1.37450822336125,0.0587225640735067,2.70715434883416,0.388812738185129,0.905,0.345793648509989,6.80665225957594,1.76332096154638,NA,NA,NA,NA,NA,NA
"DGP B (nonlinear): Gamma Hurdle",10,"OK",1.36941266639923,0.0603379527723118,2.92710386194346,0.411481274253002,0.712,-0.20852105735795,4.59366870804639,0.957931392146225,NA,NA,NA,NA,NA,NA
"DGP B (nonlinear): Gamma Hurdle",11,"OK",1.33718339697206,0.0572577352138295,4.30248682102688,0.285369387222182,0.588,-0.151272196694425,5.83903364440904,1.05181400974987,NA,NA,NA,NA,NA,NA
"DGP B (nonlinear): Gamma Hurdle",12,"OK",1.48903795856514,0.0599373040062258,4.7809425620185,0.333786252562875,0.709,-0.559340721734679,4.9208795921585,1.15525170600226,NA,NA,NA,NA,NA,NA
