"DGP","Seed","Status","True_ATE","True_Hurdle_ATE","GammaHurdle_CATE_RMSE","GammaHurdle_CATE_Abs_Bias","GammaHurdle_CATE_Coverage","GammaHurdle_CATE_Correlation","GammaHurdle_CATE_CI_Length","GammaHurdle_Est_ATE","GammaHurdle_Hurdle_RMSE","GammaHurdle_Hurdle_Abs_Bias","GammaHurdle_Hurdle_Coverage","GammaHurdle_Hurdle_Correlation","GammaHurdle_Hurdle_CI_Length","GammaHurdle_Est_Hurdle_ATE"
"DGP C (nonlinear): Tweedie Semicontinuous",1,"OK",0.171333463030351,0.0521406606711945,0.381307657269569,0.176951071225931,0.744,0.024754281560454,0.628873775804614,-0.00561760819557936,0.0887392094238403,0.0063022237049273,0.938,0.36102562865856,0.291740030114687,0.0458384369662673
"DGP C (nonlinear): Tweedie Semicontinuous",2,"OK",0.182966446214612,0.0518959588134662,0.380925307940294,0.171461225708035,0.778,-0.18781297578104,0.631351469004763,0.0115052205065769,0.0920998390106403,0.0265201447589058,0.88,-0.00601006380925565,0.292181534471058,0.0253758140545604
"DGP C (nonlinear): Tweedie Semicontinuous",3,"OK",0.168010307270197,0.0510047499313579,0.351309101490304,0.122085465428885,0.653,-0.123047851930692,0.580971074255992,0.0459248418413125,0.116796495014572,0.00524713739965016,0.793,-0.235257665943523,0.289690119304133,0.0562518873310081
"DGP C (nonlinear): Tweedie Semicontinuous",4,"OK",0.184168263683188,0.0506980775852667,0.24644645578147,0.140192244076134,0.846,-0.152956447703993,0.62592477465997,0.0439760196070539,0.0799919638166703,0.0341137132885909,0.951,0.00828376016033422,0.286766813290606,0.0165843642966758
"DGP C (nonlinear): Tweedie Semicontinuous",5,"OK",0.176707689441377,0.0515601172175193,0.360537432496731,0.118880168434647,0.758,-0.131923581115936,0.673674044868653,0.0578275210067297,0.107847901546333,0.0349324343405028,0.804,0.0743585858738014,0.281237021154216,0.0166276828770164
"DGP C (nonlinear): Tweedie Semicontinuous",6,"OK",0.182304947251708,0.0513577795794325,0.344736121981193,0.0684571966535761,0.954,-0.0500188133416489,0.638799753389572,0.113847750598132,0.080919690343433,0.037155254629795,0.937,0.19043602046102,0.288165369627881,0.0142025249496375
"DGP C (nonlinear): Tweedie Semicontinuous",7,"OK",0.165033815148593,0.0514459438172991,0.311995299444073,0.100752180706419,0.695,0.0110729184449165,0.625207829831016,0.0642816344421736,0.0874512711383681,0.0511727211947291,0.884,0.125696598288797,0.290296012570302,0.000273222622569988
"DGP C (nonlinear): Tweedie Semicontinuous",8,"OK",0.173068896473469,0.0513609819446427,0.247190428746279,0.0784135064016828,0.877,-0.0814522406225844,0.62635131340163,0.0946553900717864,0.0665195808629535,0.000740428074325161,0.996,-0.00199186224352917,0.278574317131303,0.0521014100189679
"DGP C (nonlinear): Tweedie Semicontinuous",9,"OK",0.171396932394439,0.0508263028292133,0.316973027726227,0.236553093038974,0.602,-0.0809022391682192,0.595538638826144,-0.065156160644535,0.0969652379273817,0.0806081943215624,0.827,-0.277805709698133,0.289985396933369,-0.0297818914923491
"DGP C (nonlinear): Tweedie Semicontinuous",10,"OK",0.177808612592962,0.0522511718839424,0.277935267677786,0.0752150792796867,0.884,-0.151375824651734,0.608917844723153,0.102593533313275,0.0807992817894587,0.00869158847885454,0.952,-0.239911254215709,0.29022257599417,0.0609427603627969
"DGP C (nonlinear): Tweedie Semicontinuous",11,"OK",0.180582463637289,0.0507821797148383,0.281258357281161,0.00839675871886901,0.944,-0.0537414393015581,0.618891698681299,0.188979222356158,0.0570806197700085,0.00161221068709269,1,0.103941888387299,0.292925326171842,0.052394390401931
"DGP C (nonlinear): Tweedie Semicontinuous",12,"OK",0.169993867120637,0.0519835561786089,0.282695771881725,0.031826207410076,0.821,0.0348018294726257,0.709569773068299,0.138167659710561,0.0811151786834063,0.00972822880955935,0.94,-0.232452624662159,0.288357842077528,0.0422553273690496
"DGP C (nonlinear): Tweedie Semicontinuous",13,"OK",0.178744184656125,0.0513554973605368,0.296489357393789,0.022858242250851,0.843,-0.0124743531621139,0.701321519750406,0.155885942405274,0.0832983345724971,0.0402173310848593,0.931,-0.286254292043482,0.282390780144947,0.0111381662756775
"DGP C (nonlinear): Tweedie Semicontinuous",14,"OK",0.174448830278413,0.0516634812863083,0.250474721236955,0.0461436617080777,0.866,-0.138061569876416,0.614075127945168,0.128305168570335,0.0722005503162217,0.0225087869773695,0.987,0.169558809170188,0.290148850652679,0.0291546943089388
"DGP C (nonlinear): Tweedie Semicontinuous",15,"OK",0.17496421539878,0.0510609343726735,0.412735422991937,0.129820967678776,0.689,-0.0822590396457215,0.617597058308596,0.0451432477200047,0.079710638752326,0.0469392755670174,0.924,-0.32432895511627,0.289935730086596,0.00412165880565617
"DGP C (nonlinear): Tweedie Semicontinuous",16,"OK",0.171845783980332,0.0519467502821652,0.247838315037982,0.125758977970933,0.84,0.0587755111363625,0.630914653469998,0.0460868060093993,0.0807862689545391,0.0503046882860019,0.918,-0.0273673485295314,0.288141682863779,0.00164206199616335
"DGP C (nonlinear): Tweedie Semicontinuous",17,"OK",0.185208016708611,0.0517691508806069,0.300949135030115,0.166515202643776,0.733,-0.186557446694834,0.531668687532814,0.0186928140648353,0.100993924807818,0.0414039782704044,0.852,0.0933774836101609,0.285423825541463,0.0103651726102025
"DGP C (nonlinear): Tweedie Semicontinuous",18,"OK",0.18536441806041,0.0514507553857675,8657304597.47728,1040538039.81047,1,0.677204915650815,5863411506.635,1040538039.99584,0.103562980884876,0.0482038008303294,0.816,-0.319402012090876,0.285806714371951,0.00324695455543817
"DGP C (nonlinear): Tweedie Semicontinuous",19,"OK",0.17584468755623,0.0514850566799485,0.283567598594333,0.170044654016474,0.882,0.061993146799988,0.654402006374809,0.00580003353975606,0.0739979272039974,0.0344800802254585,0.952,-0.20768106340826,0.286074760170909,0.01700497645449
"DGP C (nonlinear): Tweedie Semicontinuous",20,"OK",0.17773375260763,0.0529184501199595,0.280233791604333,0.132883900587789,0.828,-0.0792990378910266,0.680097013333811,0.0448498520198414,0.0981677858924963,0.0688040551428893,0.84,-0.0262729296433898,0.289062222903328,-0.0158856050229298
