"DGP","Seed","Status","True_ATE","True_Hurdle_ATE","GammaP01_CATE_RMSE","GammaP01_CATE_Abs_Bias","GammaP01_CATE_Coverage","GammaP01_CATE_Correlation","GammaP01_CATE_CI_Length","GammaP01_Est_ATE","GammaP01_Hurdle_RMSE","GammaP01_Hurdle_Abs_Bias","GammaP01_Hurdle_Coverage","GammaP01_Hurdle_Correlation","GammaP01_Hurdle_CI_Length","GammaP01_Est_Hurdle_ATE"
"DGP A (nonlinear): Log-Normal Hurdle",1,"OK",1.49653761093364,0.0587625169975603,4.07316760705786,0.027730468108742,0.573,0.102129311611797,4.62924709287671,1.4688071428249,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",2,"OK",1.53668055160055,0.0610520065084555,4.67842928565657,1.46883900597838,0.581,0.187417070150516,6.04371464077941,3.00551955757893,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",3,"OK",1.43181583392723,0.0590965599524502,3.67687473501119,0.666515255279362,0.587,0.0829227217252665,5.08242580725694,2.09833108920659,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",4,"OK",1.5080950356109,0.0605077594224344,3.56292355636088,0.189137028515588,0.678,-0.0535765640752737,5.2484251387518,1.69723206412649,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",5,"OK",1.62417117008152,0.0583541145427272,3.97460763848015,1.07998692238169,0.525,0.0469051160934493,5.03746025015978,2.7041580924632,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",6,"OK",1.5496970907848,0.0616226001234908,3.7937133751955,0.909283801098112,0.695,-0.433563718309807,4.52233387717564,0.640413289686685,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",7,"OK",1.6206289349956,0.0614730536667273,4.63924491620821,0.651363012116805,0.514,0.0986119655116916,5.46476405207646,2.2719919471124,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",8,"OK",1.55266797055173,0.0597239384862113,2.72387063559629,0.019845259059897,0.678,0.147334926525631,4.4839376145647,1.57251322961162,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",9,"OK",1.55752186702944,0.0587225640735067,4.38256521159582,0.0903642451874663,0.519,-0.397627296541318,4.54970537508009,1.6478861122169,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",10,"OK",1.5517478445404,0.0603379527723118,3.39504631261948,0.121485424166753,0.658,-0.239227798109969,4.85995015614555,1.43026242037365,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",11,"OK",1.51522729774553,0.0572577352138295,4.65540471612655,0.156903725479886,0.552,-0.21312893811412,5.83466370710459,1.67213102322542,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",12,"OK",1.68730105930587,0.0599373040062258,4.27470711827291,0.227622887759011,0.813,-0.278442696877412,5.22838238984881,1.91492394706488,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",13,"OK",1.60225835190651,0.0593662699262725,3.72003201995713,0.60107898099596,0.668,0.129644586718262,5.34349497921008,2.20333733290247,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",14,"OK",1.47445963753062,0.0596000102345923,3.49172742321369,0.114265170346359,0.6,-0.177713769721911,4.74701465071877,1.36019446718426,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",15,"OK",1.42155340820908,0.0583721859998741,3.32407499204768,0.131409844273666,0.546,-0.135565052452766,4.38475822188462,1.29014356393541,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",16,"OK",1.49327428520839,0.0568934866467129,3.33378351617052,0.225815574943236,0.597,-0.117133260318762,4.45316928563275,1.71908986015163,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",17,"OK",1.58287569615301,0.0587473146997512,3.9640485288457,0.183893680354047,0.677,-0.287586129873291,4.90257258455934,1.39898201579896,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",18,"OK",1.5666078121879,0.0591254549017733,4.88360432469352,0.62012154579672,0.52,0.298057953026166,6.96528263512223,2.18672935798462,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",19,"OK",1.52883594992659,0.0586586171497328,3.20430537284584,0.310505319633573,0.577,-0.35512187851972,4.40539359101581,1.83934126956016,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",20,"OK",1.55682520265046,0.0603221980808123,3.19473790424206,0.474519758605632,0.667,-0.00164581944427717,4.09252987992043,2.03134496125609,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",21,"OK",1.51943647193879,0.0551162898876442,3.52177601797691,0.609534656521775,0.553,-0.1048228270472,4.61094132834875,2.12897112846057,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",22,"OK",1.55621194956383,0.0569182829463318,3.77510395051362,0.0499850371219477,0.623,0.0256573689531703,5.18946916843585,1.50622691244189,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",23,"OK",1.67712679553367,0.0609843456185739,5.24438208205051,1.37338007863207,0.463,0.125381376544493,5.63834925796024,3.05050687416574,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",24,"OK",1.48782889959152,0.0571617464573346,4.48060579096078,1.52193512549475,0.503,-0.0701796696514605,5.04762266609976,3.00976402508627,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",25,"OK",1.51186439717245,0.0612688498425717,3.90612878622464,0.380422639071088,0.632,-0.549431014255608,4.39828012800132,1.13144175810136,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",26,"OK",1.57523042607181,0.0589818111138512,3.38598101801764,0.967826238923585,0.612,0.153578472937827,4.81974792557887,2.54305666499539,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",27,"OK",1.59332113992078,0.0558175040285827,3.7288247996017,0.611672275981677,0.678,-0.452039180266402,6.39921759537548,2.20499341590246,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",28,"OK",1.58795172261186,0.0588432308051396,5.46961408711914,0.282408049811,0.465,-0.162338020725624,5.46259707470883,1.30554367280087,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",29,"OK",1.45154007656528,0.0597515398800361,3.08657800664943,1.12812107142476,0.589,0.111918381500661,5.71453901275667,2.57966114799004,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",30,"OK",1.47691455018143,0.0608411411856156,4.17678516205577,0.606425461774247,0.625,-0.473200316300328,4.42282030707162,0.870489088407185,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",31,"OK",1.60739980946808,0.0568327199525826,3932952.90342322,3809062.82150932,0,0.173736808337547,1581740.24291596,-3809061.21410951,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",32,"OK",1.59015302529206,0.0576623171246694,17.4541183240667,14.1651953040166,0.084,-0.143679725162819,12.8714032716598,15.7553483293087,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",33,"OK",1.50384438248893,0.0582107631310458,3.18579059135081,0.234095460281054,0.659,0.0813129676387031,5.0974293130551,1.73793984276998,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",34,"OK",1.55972603503787,0.0597524304595356,5.74400944815747,1.05193131293547,0.449,-0.10823628683589,5.5027959310714,2.61165734797334,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",35,"OK",1.65152586631386,0.0609415126034458,5.49167166462134,0.105930210171444,0.465,-0.307338716680995,5.30900117498654,1.7574560764853,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",36,"OK",1.45178549076785,0.0570042716740777,4.86087825185083,0.613208923400229,0.595,-0.442296285389666,4.60614417387662,0.838576567367624,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",37,"OK",1.6379586823021,0.0593947505039783,3.60872313925624,0.173699726032194,0.832,0.146127727650476,4.78893499863474,1.8116584083343,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",38,"OK",1.50138894670888,0.057873032870904,2.55305225440095,0.0555330451327408,0.813,-0.20109594601341,4.26764016012204,1.55692199184162,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",39,"OK",1.62478704016079,0.0594010390220697,4.19856045646873,0.349414222760206,0.544,0.0325005033634765,5.03418210660434,1.27537281740059,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",40,"OK",1.47221854993915,0.0560067898768829,3.68294108561574,0.643989714777603,0.729,-0.462169970782644,4.40902634963359,0.828228835161551,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",41,"OK",1.58343908196023,0.0600109720384508,3.5337582981334,0.0249197950203945,0.595,-0.136835173527533,4.75217946647499,1.55851928693983,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",42,"OK",1.48511683781158,0.0578191319439966,5.09270100753433,1.91852439376837,0.518,-0.0320986215761681,4.91123811689916,3.40364123157995,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",43,"OK",1.5990373745761,0.0590736470453504,3536142932252.79,3497950338245.74,0,-0.239116470738192,1987431834378.96,3497950338247.34,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",44,"OK",1.48620202197063,0.0582506082724534,2.84348873821413,0.177942892351678,0.742,-0.181232641391501,4.43148298386134,1.30825912961895,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",45,"OK",1.63446531690213,0.0574885623228421,1446629875089.99,1446607162224.18,0,-0.0915630772215824,626157341515.555,1446607162225.81,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",46,"OK",1.55399095854493,0.0589013001771857,2.79295153401358,0.161597248750582,0.698,0.133696859997873,4.68062595874934,1.71558820729551,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",47,"OK",1.55382953679852,0.0598091630287612,3.32752605261405,0.480849227014592,0.669,0.143107850989615,5.08016213125237,2.03467876381311,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",48,"OK",1.65703884270841,0.0591916695259728,2.84664669040448,0.449654706059641,0.74,0.351898741335994,5.25580878864991,2.10669354876805,NA,NA,NA,NA,NA,NA
"DGP A (nonlinear): Log-Normal Hurdle",49,"OK",1.54120451850254,0.0618937911802072,4.63504519922854,0.0220459737271904,0.551,-0.378963006798849,5.12524735952474,1.51915854477535,NA,NA,NA,NA,NA,NA
