"DGP","Seed","Status","True_ATE","True_Hurdle_ATE","GammaHurdle_CATE_RMSE","GammaHurdle_CATE_Abs_Bias","GammaHurdle_CATE_Coverage","GammaHurdle_CATE_Correlation","GammaHurdle_CATE_CI_Length","GammaHurdle_Est_ATE","GammaHurdle_Hurdle_RMSE","GammaHurdle_Hurdle_Abs_Bias","GammaHurdle_Hurdle_Coverage","GammaHurdle_Hurdle_Correlation","GammaHurdle_Hurdle_CI_Length","GammaHurdle_Est_Hurdle_ATE"
"DGP A (nonlinear): Log-Normal Hurdle",1,"OK",1.52759188509331,0.060213512155364,14.2953268086808,4.56259383186739,0.9,0.00327883312862518,25.9131401585987,6.09018571696071,0.229125297475892,0.1048204684541,0.93,-0.095974561416234,0.825760497828327,-0.044606956298736
"DGP A (nonlinear): Log-Normal Hurdle",2,"OK",1.36558651145711,0.0630936642298321,1.94272070686084,0.422863976901351,0.98,0.246730427305928,8.13335932989061,0.94272253455576,0.131897343853166,0.10004191374349,1,-0.03796117049865,0.831913051853238,0.163135577973322
"DGP A (nonlinear): Log-Normal Hurdle",3,"OK",1.67281618037539,0.0534536054988935,28.2086655542678,9.82472095473231,0.75,0.0151183885319803,33.3596180003725,11.4975371351077,0.269984051529079,0.147951150586941,0.87,0.000545965634164345,0.826019558828682,0.201404756085834
"DGP A (nonlinear): Log-Normal Hurdle",4,"OK",1.52633576911722,0.0628991170373967,8.37724485761631,0.883228869038724,0.99,-0.483979695310785,18.4524633568947,0.6431069000785,0.184824941674166,0.0523141004199306,0.99,0.123874272914462,0.82492081838406,0.115213217457327
"DGP A (nonlinear): Log-Normal Hurdle",5,"OK",1.35506334141408,0.051076327268538,5.02114536425568,1.17198705408542,0.98,0.0276257212079311,22.6122701909945,0.183076287328653,0.230890193134048,0.0331685487383852,0.97,-0.305480152176685,0.81883585722014,0.0842448760069232
"DGP A (nonlinear): Log-Normal Hurdle",6,"OK",1.30555029795728,0.0546029976150687,3.24490186522052,0.332666456825527,0.92,0.560326345209868,11.0042295188495,1.63821675478281,0.200367798438526,0.00242969551646165,0.99,0.0674536079041042,0.862560360650308,0.0521733020986071
"DGP A (nonlinear): Log-Normal Hurdle",7,"OK",1.570070118024,0.0574073317345905,18.3741647230278,5.05982565691207,0.8,-0.897891962255353,17.2567245327467,-3.48975553888807,0.273353821068197,0.156361260659406,0.87,-0.0443461467705445,0.808793297535748,-0.0989539289248156
"DGP A (nonlinear): Log-Normal Hurdle",8,"OK",1.63154347426628,0.0567590868357872,5.62847100494101,3.49626942498178,0.86,0.300836650361317,14.3185897229413,5.12781289924806,0.160773788673531,0.0837641123398536,1,0.157653290989115,0.806701207658718,0.140523199175641
"DGP A (nonlinear): Log-Normal Hurdle",9,"OK",1.45331720079214,0.0568396670913751,7.27060995277022,2.63998412983094,0.88,-0.284251696593,18.4690119306941,4.09330133062308,0.204739433560134,0.0261759512928896,1,0.116179415035561,0.828374867493002,0.0306637157984855
"DGP A (nonlinear): Log-Normal Hurdle",10,"OK",1.50221114392109,0.0645321062035445,4.96841372176357,1.31626259411499,0.79,0.763035218621883,10.7388515196707,2.81847373803607,0.341406060186522,0.0260078299593911,0.77,-0.282061312930012,0.83475975374794,0.0905399361629356
"DGP A (nonlinear): Log-Normal Hurdle",11,"OK",1.71599229759056,0.0578483061580227,4.53307138490387,1.25635877073703,1,0.262157179775375,18.7274790645935,2.97235106832759,0.246605072913133,0.125384502633514,0.9,-0.0228355633473378,0.818986121861303,-0.0675361964754916
