"dgp","ate_mean_bcf","ate_q025_bcf","ate_q975_bcf","rmse_yhat_bcf","bias_yhat_bcf","true_ate","ate_mean_countbcf","ate_q025_countbcf","ate_q975_countbcf","rmse_yhat_countbcf","bias_yhat_countbcf"
"linear_zi",1.3139558573866,0.92615576911801,1.67331534309454,1.63483732502054,-0.121037466682609,1.54641971256943,1.43030084093701,1.07193392314429,1.82667815037631,1.71566680056671,-0.0975792559447869
"linear_extreme_zi",0.484593552068067,0.193476324682369,0.740710947424196,2.75545233614067,-0.0170336582512169,1.21906892712842,0.807044907587069,0.376271865312232,1.25986867907472,1.79965710184839,0.0530401786895071
"nonlinear_zi",1.02967028339695,0.595277514534215,1.45046919061336,1.13402486879459,0.0151041745374194,1.26818564217927,1.21577748292707,0.897833200853061,1.60809982693246,1.67511293278064,0.0680175995911809
"nonlinear_extreme_zi",1.29108962680308,0.903093980279368,1.71957625269246,0.758366188039884,0.11276714268475,1.10625018952481,1.07615132739416,0.676853674433649,1.4533948350716,1.54664981829948,0.132241193772891
