"dgp","rmse_yhat","bias_yhat","ate_mean","ate_q025","ate_q975","true_ate","elapsed_sec"
"linear_zi",1.71566680056671,-0.0975792559447869,1.43030084093701,1.07193392314429,1.82667815037631,1.54641971256943,115.670865774155
"linear_extreme_zi",1.79965710184839,0.0530401786895071,0.807044907587069,0.376271865312232,1.25986867907472,1.21906892712842,125.466356039047
"nonlinear_zi",1.67511293278064,0.0680175995911809,1.21577748292707,0.897833200853061,1.60809982693246,1.26818564217927,121.887593984604
"nonlinear_extreme_zi",1.54664981829948,0.132241193772891,1.07615132739416,0.676853674433649,1.4533948350716,1.10625018952481,121.90696144104
