"DGP","Seed","Status","True_ATE","True_Hurdle_ATE","DPglm_CATE_RMSE","DPglm_CATE_Abs_Bias","DPglm_CATE_Coverage","DPglm_CATE_Correlation","DPglm_CATE_CI_Length","DPglm_Est_ATE","DPglm_Hurdle_RMSE","DPglm_Hurdle_Abs_Bias","DPglm_Hurdle_Coverage","DPglm_Hurdle_Correlation","DPglm_Hurdle_CI_Length","DPglm_Est_Hurdle_ATE"
"DGP C: Tweedie Semicontinuous",1,"OK",2.37571357231139,0.0218201539500285,3.08631256714941,0.363748272567324,1,0.597140250792283,62.7180001634818,2.01196529974407,0.0217803685525505,0.0064641539500285,0.872,0.151993807303943,1.6765,0.015356
"DGP C: Tweedie Semicontinuous",2,"OK",2.62870557736534,0.0213337935719748,4.26880558578336,0.299571906456783,1,0.493803925946769,73.9844514101102,2.32913367090855,0.104785698814259,0.0601862064280252,0.788,0.23293851852235,1.113,0.08152
"DGP C: Tweedie Semicontinuous",3,"OK",2.84585068544022,0.0207167250345648,4.54777998965009,1.19117275515727,1,0.457887549246375,68.911109469294,1.65467793028295,0.0634257304256169,0.0352352749654352,0.784,0.133647441113434,1.1724,0.055952
"DGP C: Tweedie Semicontinuous",4,"OK",2.48464419261649,0.0224780800567295,4.24225326381919,0.715148239299261,0.996,0.158951013709182,62.9560474834697,1.76949595331722,0.0231961769277555,0.0165940800567295,0.74,0.0615944958066572,1.4328,0.005884
"DGP C: Tweedie Semicontinuous",5,"OK",2.71369592753468,0.0215322289638972,4.44983217389177,0.223411561915945,0.996,0.290968524122799,65.9058120717818,2.93710748945062,0.0488604648834507,0.0407602289638972,0.58,-0.188427322969036,1.2446,-0.019228
"DGP C: Tweedie Semicontinuous",6,"OK",2.23247383325208,0.0210693498965256,3.89728891494484,1.78033343903902,1,0.376884027017848,59.474342187316,0.452140394213056,0.0881664310930896,0.0649546501034744,0.968,0.0948222818954745,1.6047,0.086024
"DGP C: Tweedie Semicontinuous",7,"OK",2.46097788109682,0.0220996929827799,4.2845897054334,0.410469662037514,0.996,0.216527874733329,61.4989034131034,2.0505082190593,0.0177929339644341,0.00312769298277986,0.996,0.00202126896120276,1.9165,0.018972
"DGP C: Tweedie Semicontinuous",8,"OK",2.75428068735422,0.0218953488351838,3.37725840716678,1.13749656021224,1,0.776588228772748,65.8952437844707,1.61678412714198,0.0470766153109779,0.0236126511648162,0.796,0.202451667239675,1.3045,0.045508
"DGP C: Tweedie Semicontinuous",9,"OK",2.5528860139538,0.021167832917919,3.59681266708965,0.664324070463088,1,0.344588359418611,65.5295917985945,3.21721008441689,0.0295596271810611,0.023531832917919,0.956,0.0868499442697469,1.8921,-0.002364
"DGP C: Tweedie Semicontinuous",10,"OK",2.49296592303261,0.0217399046390286,4.68207981619149,0.667876169697427,0.996,0.312600033292022,61.4588237160505,1.82508975333519,0.0573184701356316,0.0401720953609714,0.94,0.115750670204252,1.7328,0.061912
"DGP C: Tweedie Semicontinuous",11,"OK",2.31922186555094,0.0216004615278234,3.12886227157485,0.0868515961614219,1,0.2091991485969,61.9534417455249,2.40607346171236,0.0491348956975673,0.0427844615278234,0.856,0.0677137852408581,1.7603,-0.021184
