"DGP","c_shift","Zero_Proportion","True_ATE","Linear_RMSE","Linear_Bias","Linear_Coverage","Linear_Correlation","Log_RMSE","Log_Bias","Log_Coverage","Log_Correlation","PathA_RMSE","PathA_Bias","PathA_Coverage","PathA_Correlation","PathB_RMSE","PathB_Bias","PathB_Coverage","PathB_Correlation","PathC_RMSE","PathC_Bias","PathC_Coverage","PathC_Correlation","PathD_RMSE","PathD_Bias","PathD_Coverage","PathD_Correlation"
"DGP C: Tweedie Compound",-3.5,0.6,0.217694227222253,0.491791890348918,0.00175218907572956,0.918,0.590402571541483,0.356245857735496,0.0458558632351571,0.809,0.767743530748754,0.266946494025654,0.0654271599435749,0.981,0.886432133010978,0.572739671379542,0.161410738170231,0.041,0.293016213408593,0.479486990779775,0.130060823219037,0.407,0.624257146710436,0.52982918947948,0.0797040251152525,0.834,0.313112159136319
