"DGP","c_shift","Zero_Proportion","True_ATE","Linear_RMSE","Linear_Bias","Linear_Coverage","Linear_Correlation","Log_RMSE","Log_Bias","Log_Coverage","Log_Correlation","PathA_RMSE","PathA_Bias","PathA_Coverage","PathA_Correlation","PathB_RMSE","PathB_Bias","PathB_Coverage","PathB_Correlation","PathC_RMSE","PathC_Bias","PathC_Coverage","PathC_Correlation","PathD_RMSE","PathD_Bias","PathD_Coverage","PathD_Correlation"
"DGP A: Log-Normal Hurdle",0.2,0.367,2.64946425036006,3.92227980405694,0.511997406109248,0.986,0.302659955563526,2.37299735841554,0.767898762394398,0.893,0.305178529431739,3.09876518012854,1.25078582122427,0.922,0.37888985703374,2.055022561542,1.35944113074817,0.039,0.573932650808652,3.29391135197176,0.869709799116281,0.378,0.151951012484004,5.23725400982698,2.26995219800209,0.914,0.105730865336873
