"DGP","c_shift","Zero_Proportion","True_ATE","Linear_RMSE","Linear_Bias","Linear_Coverage","Linear_Correlation","Log_RMSE","Log_Bias","Log_Coverage","Log_Correlation","PathA_RMSE","PathA_Bias","PathA_Coverage","PathA_Correlation","PathB_RMSE","PathB_Bias","PathB_Coverage","PathB_Correlation","PathC_RMSE","PathC_Bias","PathC_Coverage","PathC_Correlation","PathD_RMSE","PathD_Bias","PathD_Coverage","PathD_Correlation"
"DGP A: Log-Normal Hurdle",-1.5,0.854,1.19370760025053,3.14193185401662,0.168206069507044,0.861,0.52948039868754,1.25681411373912,0.607754424806182,0.778,0.711616062738585,0.672134158270595,0.194479913835324,0.979,0.914167933855559,1.50467829690835,0.590838874242188,0.057,0.728074273724621,1.32271016236471,0.489313082736803,0.421,0.640119392333113,1.76630623393765,0.180643527247469,0.906,0.444845547704707
