"quantity","n_chains","n_draws","mean","rhat","ess","ess_per_draw","mcse","geweke_z","dgp","replicate"
"CATE[unit 385]",4,1000,0.917411454712499,1.00858069507731,1095.85798946006,0.273964497365015,0.043289901226499,2.81523358400407,"Linear DGP A (log-normal hurdle)",4
"CATE[unit 306]",4,1000,1.1045094509592,1.00363670954715,794.737081259391,0.198684270314848,0.0235922551904152,1.76811355004143,"Linear DGP A (log-normal hurdle)",4
"CATE[unit 241]",4,1000,1.5819447992376,1.01881227488978,562.960195304892,0.140740048826223,0.0297843556487684,3.41391790502444,"Linear DGP A (log-normal hurdle)",4
"CATE[unit 474]",4,1000,2.02051658142775,1.00378013827664,940.256822188552,0.235064205547138,0.0617313271955705,2.29334375928681,"Linear DGP A (log-normal hurdle)",4
"CATE[unit 7]",4,1000,3.14293719967818,1.01047243237848,809.011203988844,0.202252800997211,0.0510728343765488,2.34350389206031,"Linear DGP A (log-normal hurdle)",4
"CATE[unit 415]",4,1000,8.02489135001918,1.00764856262026,827.03105499965,0.206757763749912,0.150163960706722,1.5916713826617,"Linear DGP A (log-normal hurdle)",4
"ATE (response scale)",4,1000,1.37288962317123,1.00737584128279,721.923823849926,0.180480955962481,0.0174181729413009,0.950759136322382,"Linear DGP A (log-normal hurdle)",5
"Hurdle ATE (probability)",4,1000,0.0240694430025038,1.01409528189037,704.619118563032,0.176154779640758,0.001459691363273,1.7466759111904,"Linear DGP A (log-normal hurdle)",5
"Duan smearing factor",4,1000,1.11304891655283,1.00089397147495,3360.46856268285,0.840117140670712,0.00051403601498221,0.931638827753716,"Linear DGP A (log-normal hurdle)",5
"sigma_c (log-scale SD)",4,1000,0.46406412559533,1.0145870007164,924.415986189206,0.231103996547301,0.000764633219913755,3.53285178308241,"Linear DGP A (log-normal hurdle)",5
"Mean mu_b (hurdle prognostic)",4,1000,0.383455073278643,1.00597228389913,709.956837204722,0.177489209301181,0.0032766170395772,1.91975766568779,"Linear DGP A (log-normal hurdle)",5
"Mean tau_b (hurdle treatment)",4,1000,0.0875190437447183,1.01425392182401,671.150577934623,0.167787644483656,0.00513557027609483,1.75972547559671,"Linear DGP A (log-normal hurdle)",5
"Mean mu_c (log-scale prognostic)",4,1000,1.49409538504917,1.00181678129366,1013.75884535477,0.253439711338692,0.0013028734343648,0.82685403069551,"Linear DGP A (log-normal hurdle)",5
"Mean tau_c (log-scale treatment)",4,1000,0.242180821334316,1.00549346537282,742.290490341132,0.185572622585283,0.00238198532026968,1.1878082271653,"Linear DGP A (log-normal hurdle)",5
"CATE[unit 484]",4,1000,0.078223460496733,1.04828701805633,576.269122214806,0.144067280553702,0.00403141405584454,0.989235140046879,"Linear DGP A (log-normal hurdle)",5
"CATE[unit 37]",4,1000,0.293791390067102,1.00405680518157,1221.57428641662,0.305393571604155,0.00695646555250772,1.22541969199541,"Linear DGP A (log-normal hurdle)",5
"CATE[unit 447]",4,1000,0.488542521142798,1.00891501901896,897.241684300927,0.224310421075232,0.00979998667861916,1.76402284027919,"Linear DGP A (log-normal hurdle)",5
"CATE[unit 426]",4,1000,0.692433219512892,1.00723835820217,974.688982226853,0.243672245556713,0.0108217121775905,0.916030658765084,"Linear DGP A (log-normal hurdle)",5
"CATE[unit 361]",4,1000,0.817193559044075,1.00353830122555,1485.80625489259,0.371451563723147,0.0117053628078857,1.07323623448163,"Linear DGP A (log-normal hurdle)",5
"CATE[unit 70]",4,1000,1.10513973507807,1.00680005331313,857.532318088559,0.21438307952214,0.0275361334716458,0.8886619302545,"Linear DGP A (log-normal hurdle)",5
"CATE[unit 441]",4,1000,1.55637964639201,1.00665693884189,1125.16483591324,0.281291208978309,0.0392150291305564,1.72261704749389,"Linear DGP A (log-normal hurdle)",5
"CATE[unit 468]",4,1000,2.13890790133931,1.00448097737192,1125.20359661265,0.281300899153163,0.0517317099585581,2.10012110568163,"Linear DGP A (log-normal hurdle)",5
"CATE[unit 363]",4,1000,3.14391696734321,1.0128645955902,721.164118257469,0.180291029564367,0.0722220956444028,1.43962177268293,"Linear DGP A (log-normal hurdle)",5
"CATE[unit 240]",4,1000,8.50360447307012,1.00542922322028,912.498072106185,0.228124518026546,0.152469155030755,1.20272852229274,"Linear DGP A (log-normal hurdle)",5
"ATE (response scale)",4,1000,1.66479993243461,1.00226353563349,1457.86806136944,0.364467015342359,0.0162038526416752,1.31021410148823,"Linear DGP B (Gamma hurdle)",1
"Hurdle ATE (probability)",4,1000,0.0184107763008823,1.00147529188367,835.327595335669,0.208831898833917,0.00133869183654443,0.783483904689452,"Linear DGP B (Gamma hurdle)",1
"Duan smearing factor",4,1000,1.28766424000935,0.999703577966764,3658.09668061531,0.914524170153829,0.000999091373623597,0.58490797906296,"Linear DGP B (Gamma hurdle)",1
"sigma_c (log-scale SD)",4,1000,0.754247816069576,1.00231091627145,1599.02366023739,0.399755915059348,0.000908265437408954,1.25317281730121,"Linear DGP B (Gamma hurdle)",1
"Mean mu_b (hurdle prognostic)",4,1000,0.27214194924445,1.00133982839237,891.655730213999,0.2229139325535,0.00258468189872699,0.386481104647369,"Linear DGP B (Gamma hurdle)",1
"Mean tau_b (hurdle treatment)",4,1000,0.0600197385343791,1.00144635151119,814.706545948912,0.203676636487228,0.00431201840621764,0.71156113408897,"Linear DGP B (Gamma hurdle)",1
"Mean mu_c (log-scale prognostic)",4,1000,1.25235072902962,1.00117151751717,1477.683627266,0.369420906816501,0.0016660664716687,1.39026239123374,"Linear DGP B (Gamma hurdle)",1
"Mean tau_c (log-scale treatment)",4,1000,0.316180434672926,1.00183106604163,1308.37828564797,0.327094571411994,0.00276436247068543,1.02156280262259,"Linear DGP B (Gamma hurdle)",1
"CATE[unit 412]",4,1000,0.072357757926382,1.00612471740773,1636.32247871911,0.409080619679779,0.00285781292658651,1.85916861219802,"Linear DGP B (Gamma hurdle)",1
"CATE[unit 220]",4,1000,0.363545708259684,1.00094389949849,1328.70442904058,0.332176107260144,0.00884032037201189,1.18450922137102,"Linear DGP B (Gamma hurdle)",1
"CATE[unit 314]",4,1000,0.543664744290272,1.00679931904303,1558.51838515165,0.389629596287911,0.00888354488551909,1.73889317800401,"Linear DGP B (Gamma hurdle)",1
"CATE[unit 409]",4,1000,0.692149901855167,1.00342487266955,1811.09651960648,0.45277412990162,0.0091643975865715,1.19861751983428,"Linear DGP B (Gamma hurdle)",1
"CATE[unit 382]",4,1000,0.976696359535874,1.001085079986,1634.58693724105,0.408646734310261,0.0218359101917031,0.962815870320164,"Linear DGP B (Gamma hurdle)",1
"CATE[unit 417]",4,1000,1.19153912744889,1.00134087519611,1907.19513699739,0.476798784249348,0.0212960757814767,2.35396343696601,"Linear DGP B (Gamma hurdle)",1
"CATE[unit 48]",4,1000,1.69266493708519,1.00632876699117,1335.4798302744,0.333869957568601,0.0248566635515434,2.20741404956309,"Linear DGP B (Gamma hurdle)",1
"CATE[unit 263]",4,1000,2.37141451962119,1.00354446765923,1826.53043786091,0.456632609465228,0.0510975817725354,1.10420384414116,"Linear DGP B (Gamma hurdle)",1
"CATE[unit 340]",4,1000,3.63586967510019,1.00245671464187,1611.39030401707,0.402847576004268,0.0487672511130077,2.59259341416499,"Linear DGP B (Gamma hurdle)",1
"CATE[unit 336]",4,1000,10.1450834994867,1.00034094098771,1981.14629086913,0.495286572717281,0.158049534189202,0.875951924040264,"Linear DGP B (Gamma hurdle)",1
"ATE (response scale)",4,1000,0.73182041511156,1.00043599641674,1080.69988503944,0.270174971259861,0.0167324362971307,0.908955635543272,"Linear DGP B (Gamma hurdle)",2
"Hurdle ATE (probability)",4,1000,0.0133572563126156,1.00405053263756,1171.01302874454,0.292753257186136,0.00109767045065076,2.57443851936257,"Linear DGP B (Gamma hurdle)",2
"Duan smearing factor",4,1000,1.30349811763465,1.00040862124768,3781.36599054203,0.945341497635506,0.000990733448745156,1.19114155069802,"Linear DGP B (Gamma hurdle)",2
"sigma_c (log-scale SD)",4,1000,0.759550510511813,1.00360394426833,1664.7081995301,0.416177049882526,0.000875947711480245,1.44809297722383,"Linear DGP B (Gamma hurdle)",2
"Mean mu_b (hurdle prognostic)",4,1000,0.236963968660097,1.00516717904467,950.793791810944,0.237698447952736,0.00247005463204692,1.65829449836253,"Linear DGP B (Gamma hurdle)",2
"Mean tau_b (hurdle treatment)",4,1000,0.0408440928298089,1.00414908090776,1154.54563994717,0.288636409986793,0.00334454684800311,1.65480469303428,"Linear DGP B (Gamma hurdle)",2
"Mean mu_c (log-scale prognostic)",4,1000,1.30670160068672,0.999996376920323,1505.83654052027,0.376459135130069,0.00165039622140753,0.688549286303213,"Linear DGP B (Gamma hurdle)",2
"Mean tau_c (log-scale treatment)",4,1000,0.142700528244713,1.00015916240986,1352.96726007514,0.338241815018786,0.00282218284329842,1.0448949676349,"Linear DGP B (Gamma hurdle)",2
"CATE[unit 131]",4,1000,0.0204891805708006,1.00374035983449,693.126316795954,0.173281579198989,0.00598409820655679,1.03586037945187,"Linear DGP B (Gamma hurdle)",2
"CATE[unit 129]",4,1000,0.184811082027957,1.00431974801239,1625.03689554696,0.406259223886741,0.00518790257572688,1.00419023186153,"Linear DGP B (Gamma hurdle)",2
"CATE[unit 210]",4,1000,0.26145861719802,1.00134616626318,1721.98416638042,0.430496041595106,0.0104307814409681,1.58917370141453,"Linear DGP B (Gamma hurdle)",2
"CATE[unit 416]",4,1000,0.326340511869807,1.00565881682075,1623.72849655998,0.405932124139994,0.0143371742158978,1.58539406626977,"Linear DGP B (Gamma hurdle)",2
"CATE[unit 133]",4,1000,0.462143377694466,1.00199455219134,1380.24048694808,0.345060121737021,0.0147069291447223,2.54039098731625,"Linear DGP B (Gamma hurdle)",2
"CATE[unit 307]",4,1000,0.599769455747595,1.00074328651483,1765.15143533552,0.44128785883388,0.0155815777118098,1.13872922625321,"Linear DGP B (Gamma hurdle)",2
"CATE[unit 440]",4,1000,0.771203866688854,1.00609269337811,1340.52948899086,0.335132372247716,0.0220344241858308,1.72148466171374,"Linear DGP B (Gamma hurdle)",2
"CATE[unit 220]",4,1000,0.989924078168203,1.00174070874935,1613.67123840686,0.403417809601715,0.0262937210259057,0.498728867516658,"Linear DGP B (Gamma hurdle)",2
"CATE[unit 47]",4,1000,1.53072785839145,1.0010815589749,1432.96676794493,0.358241691986232,0.0366173816588358,0.609488048278356,"Linear DGP B (Gamma hurdle)",2
"CATE[unit 445]",4,1000,6.16947211901417,1.0012925144093,1384.17621338055,0.346044053345138,0.168730319353563,1.36389623146185,"Linear DGP B (Gamma hurdle)",2
"ATE (response scale)",4,1000,1.98566197768755,1.00147404082558,1163.33021315148,0.29083255328787,0.0155346890598037,1.23135304276217,"Linear DGP B (Gamma hurdle)",3
"Hurdle ATE (probability)",4,1000,0.036712464652187,1.00701182332547,778.116546534324,0.194529136633581,0.00143423130724711,1.85075885476433,"Linear DGP B (Gamma hurdle)",3
"Duan smearing factor",4,1000,1.34458374692533,1.00021911258092,3574.98824402507,0.893747061006268,0.00109477118609007,1.49121422463032,"Linear DGP B (Gamma hurdle)",3
"sigma_c (log-scale SD)",4,1000,0.825382876664698,1.00222300504669,1882.74635417732,0.470686588544329,0.000881817291864303,1.43274625173921,"Linear DGP B (Gamma hurdle)",3
"Mean mu_b (hurdle prognostic)",4,1000,0.276157983384071,1.0048788130615,831.215823895227,0.207803955973807,0.00288865466459665,1.23497032477691,"Linear DGP B (Gamma hurdle)",3
"Mean tau_b (hurdle treatment)",4,1000,0.118115362550849,1.00643378844947,747.004119946654,0.186751029986663,0.00463301139022593,1.87145047870177,"Linear DGP B (Gamma hurdle)",3
"Mean mu_c (log-scale prognostic)",4,1000,1.04209738673075,1.0001103046762,1175.81609585904,0.29395402396476,0.0020672415099878,0.280546594206492,"Linear DGP B (Gamma hurdle)",3
"Mean tau_c (log-scale treatment)",4,1000,0.421570606439007,1.0002820832964,1093.18463539326,0.273296158848315,0.0031475794513983,0.450214341386481,"Linear DGP B (Gamma hurdle)",3
"CATE[unit 28]",4,1000,0.134533454640899,1.01032492465517,1585.01087296146,0.396252718240366,0.00563573575573867,1.41575294722085,"Linear DGP B (Gamma hurdle)",3
"CATE[unit 452]",4,1000,0.476378699468749,1.00428385679434,1980.22235695259,0.495055589238149,0.0114018354959806,2.48511370143624,"Linear DGP B (Gamma hurdle)",3
"CATE[unit 14]",4,1000,0.694769499742473,1.00445814727384,1688.45533478437,0.422113833696094,0.00883003591495379,1.12911160528553,"Linear DGP B (Gamma hurdle)",3
"CATE[unit 477]",4,1000,0.975083004508166,1.00453190122337,1542.99506590302,0.385748766475754,0.0160183046739915,0.881807059662213,"Linear DGP B (Gamma hurdle)",3
"CATE[unit 184]",4,1000,1.25066239287692,1.00306761532984,1845.686091751,0.46142152293775,0.021940605332066,0.521293646572613,"Linear DGP B (Gamma hurdle)",3
"CATE[unit 43]",4,1000,1.53298777381796,1.00111334636836,1770.40120778019,0.442600301945046,0.0206648137315514,2.1295774983612,"Linear DGP B (Gamma hurdle)",3
"CATE[unit 459]",4,1000,2.11594771217198,1.00203810198443,1920.64407346751,0.480161018366877,0.0308992363279202,1.58901808277136,"Linear DGP B (Gamma hurdle)",3
"CATE[unit 169]",4,1000,2.87529957216964,1.00177241372872,1778.13864088713,0.444534660221781,0.0404201606934553,3.18484586064017,"Linear DGP B (Gamma hurdle)",3
"CATE[unit 257]",4,1000,3.89446076304285,1.00116628635965,1700.98594608616,0.42524648652154,0.0473694019948836,1.24488077723449,"Linear DGP B (Gamma hurdle)",3
"CATE[unit 485]",4,1000,14.1440225475973,1.00877970037409,1679.82862484414,0.419957156211035,0.209852260450718,3.53270789964324,"Linear DGP B (Gamma hurdle)",3
"ATE (response scale)",4,1000,1.80085144540512,1.00209369294061,753.690353564268,0.188422588391067,0.0231596091295062,0.702307648392235,"Linear DGP B (Gamma hurdle)",4
"Hurdle ATE (probability)",4,1000,0.0679294528515442,1.0035880564229,518.610100314674,0.129652525078668,0.00190963505019277,0.974640425476573,"Linear DGP B (Gamma hurdle)",4
"Duan smearing factor",4,1000,1.3291585265933,0.999607694773944,4107.83068597158,1.02695767149289,0.000984513549065998,2.402882529265,"Linear DGP B (Gamma hurdle)",4
"sigma_c (log-scale SD)",4,1000,0.806167832450342,1.0035084808102,2087.55391603226,0.521888479008066,0.000803982052441584,1.36941958412753,"Linear DGP B (Gamma hurdle)",4
"Mean mu_b (hurdle prognostic)",4,1000,0.228542700539174,1.00649410356613,497.518059675223,0.124379514918806,0.00427013086624994,1.55208078292794,"Linear DGP B (Gamma hurdle)",4
"Mean tau_b (hurdle treatment)",4,1000,0.240960969866276,1.00469115458729,444.182571364146,0.111045642841036,0.00698253790875133,0.971109840273145,"Linear DGP B (Gamma hurdle)",4
"Mean mu_c (log-scale prognostic)",4,1000,1.20675630050582,1.00024426923373,984.802559778959,0.24620063994474,0.00243203083750245,1.43186778183944,"Linear DGP B (Gamma hurdle)",4
"Mean tau_c (log-scale treatment)",4,1000,0.297835800031441,1.00034415493671,855.441294207332,0.213860323551833,0.00389524123654381,1.49475259905466,"Linear DGP B (Gamma hurdle)",4
"CATE[unit 491]",4,1000,0.141984044519673,1.0002530636444,1472.63092218219,0.368157730545548,0.00253163269926957,1.02279981443602,"Linear DGP B (Gamma hurdle)",4
"CATE[unit 430]",4,1000,0.443100100853034,1.01061329864372,1291.58430973135,0.322896077432838,0.0133746309752279,1.69503808780238,"Linear DGP B (Gamma hurdle)",4
"CATE[unit 183]",4,1000,0.66572347433278,1.02163407878934,775.446731807688,0.193861682951922,0.0276671744465207,1.1827938416822,"Linear DGP B (Gamma hurdle)",4
"CATE[unit 281]",4,1000,0.911943315305534,1.00236064626016,1567.34199362797,0.391835498406994,0.0153221953923233,1.00587368353236,"Linear DGP B (Gamma hurdle)",4
"CATE[unit 351]",4,1000,1.17964039478257,1.00288769553097,1158.55916556583,0.289639791391458,0.0185439640187569,0.927458780358457,"Linear DGP B (Gamma hurdle)",4
"CATE[unit 61]",4,1000,1.47906405309314,1.00166755555446,1441.95870127729,0.360489675319323,0.0213218365163837,2.10368638238143,"Linear DGP B (Gamma hurdle)",4
