"quantity","n_chains","n_draws","mean","rhat","ess","ess_per_draw","mcse","geweke_z","dgp","replicate"
"ATE (response scale)",4,1000,1.14180510101369,1.00232587119441,1128.06431119006,0.282016077797515,0.0140557424177613,2.03001599305721,"Linear DGP A (log-normal hurdle)",1
"Hurdle ATE (probability)",4,1000,0.0183409334378827,1.00384919304538,997.409798111122,0.24935244952778,0.00118854924143847,1.63693435920689,"Linear DGP A (log-normal hurdle)",1
"Duan smearing factor",4,1000,1.12267544810286,0.999732385090791,3792.04667882514,0.948011669706284,0.000522895170403306,1.17440441741753,"Linear DGP A (log-normal hurdle)",1
"sigma_c (log-scale SD)",4,1000,0.480363847063638,1.00324293536223,1626.75233837157,0.406688084592892,0.000574294859935791,1.96057962273849,"Linear DGP A (log-normal hurdle)",1
"Mean mu_b (hurdle prognostic)",4,1000,0.27010532010764,1.00202883891488,884.105798320454,0.221026449580114,0.0025914253046745,1.43002194643896,"Linear DGP A (log-normal hurdle)",1
"Mean tau_b (hurdle treatment)",4,1000,0.0598484494439976,1.00416657030384,931.163016324068,0.232790754081017,0.00391798531110172,1.7914611563714,"Linear DGP A (log-normal hurdle)",1
"Mean mu_c (log-scale prognostic)",4,1000,1.53175876888632,1.00008610115261,1398.24929551015,0.349562323877539,0.00113093884700068,1.97576340770783,"Linear DGP A (log-normal hurdle)",1
"Mean tau_c (log-scale treatment)",4,1000,0.212239794392359,1.00045548797467,1251.00380819392,0.31275095204848,0.0018970574069755,1.98759318335495,"Linear DGP A (log-normal hurdle)",1
"CATE[unit 412]",4,1000,0.0509884238076675,1.00233978722528,1607.4120585275,0.401853014631875,0.00188774466701634,3.67810768270365,"Linear DGP A (log-normal hurdle)",1
"CATE[unit 125]",4,1000,0.298307839013282,1.00646898447196,1605.96094790407,0.401490236976017,0.00559187408413071,2.94940317935472,"Linear DGP A (log-normal hurdle)",1
"CATE[unit 376]",4,1000,0.399872301694957,1.0047482754707,1327.63545646294,0.331908864115736,0.00599180169652338,0.838716641632609,"Linear DGP A (log-normal hurdle)",1
"CATE[unit 463]",4,1000,0.564652310302706,1.00308751390092,1729.30644614714,0.432326611536785,0.00973324572869356,1.45179781874612,"Linear DGP A (log-normal hurdle)",1
"CATE[unit 155]",4,1000,0.684675268394643,1.00328997775943,1325.49664961625,0.331374162404063,0.0107148422542099,2.72804820084147,"Linear DGP A (log-normal hurdle)",1
"CATE[unit 148]",4,1000,0.887722368409088,1.00376350617938,1431.63031895289,0.357907579738222,0.0132573351721653,2.76027462597949,"Linear DGP A (log-normal hurdle)",1
"CATE[unit 447]",4,1000,1.11872167948759,1.00444898066466,1464.36224080462,0.366090560201154,0.0338441885002329,3.00274575847283,"Linear DGP A (log-normal hurdle)",1
"CATE[unit 373]",4,1000,1.68968366169459,1.00456461216539,1963.64201717596,0.49091050429399,0.0267968959693441,2.65276780603999,"Linear DGP A (log-normal hurdle)",1
"CATE[unit 380]",4,1000,2.39821685111953,1.00211496715423,1778.61766294991,0.444654415737477,0.040329774266439,2.44702890435459,"Linear DGP A (log-normal hurdle)",1
"CATE[unit 425]",4,1000,5.80596633690486,1.00298336189427,1777.61727060815,0.444404317652037,0.0998753487505419,1.16243854482365,"Linear DGP A (log-normal hurdle)",1
"ATE (response scale)",4,1000,0.827818817035946,1.00582132058694,943.922341065728,0.235980585266432,0.0142526555372816,1.90262539582688,"Linear DGP A (log-normal hurdle)",2
"Hurdle ATE (probability)",4,1000,0.0132429179461646,1.00359993759,982.90199812451,0.245725499531127,0.00120701015456283,2.05664236987179,"Linear DGP A (log-normal hurdle)",2
"Duan smearing factor",4,1000,1.10432279262901,1.00058309571561,3700.44353901608,0.92511088475402,0.000483383224443655,1.71419325972509,"Linear DGP A (log-normal hurdle)",2
"sigma_c (log-scale SD)",4,1000,0.445891682905636,1.00738729570956,1278.4530919105,0.319613272977626,0.000632552540784544,2.00968615261816,"Linear DGP A (log-normal hurdle)",2
"Mean mu_b (hurdle prognostic)",4,1000,0.236657108547807,1.00187119698248,923.94599920309,0.230986499800773,0.00245929595727862,0.625416650074336,"Linear DGP A (log-normal hurdle)",2
"Mean tau_b (hurdle treatment)",4,1000,0.0404241444336365,1.00367617209677,967.594089835159,0.24189852245879,0.00368287160929126,1.95445897180067,"Linear DGP A (log-normal hurdle)",2
"Mean mu_c (log-scale prognostic)",4,1000,1.57543024159906,1.00462038214901,1220.70102172069,0.305175255430173,0.0011224318182879,1.23309373150328,"Linear DGP A (log-normal hurdle)",2
"Mean tau_c (log-scale treatment)",4,1000,0.147312878840423,1.00434140929393,1110.59865772698,0.277649664431746,0.00196655676524088,0.950924444433356,"Linear DGP A (log-normal hurdle)",2
"CATE[unit 402]",4,1000,0.0342454786250888,1.00591104752709,1446.57806452915,0.361644516132288,0.00234314957685501,1.722761852078,"Linear DGP A (log-normal hurdle)",2
"CATE[unit 5]",4,1000,0.196144392341342,1.01100643452809,1286.95609644316,0.321739024110791,0.00791957846705348,3.33287324063275,"Linear DGP A (log-normal hurdle)",2
"CATE[unit 49]",4,1000,0.315416316547288,1.00260440102395,1100.81260970346,0.275203152425865,0.0117836589648546,1.22950266258586,"Linear DGP A (log-normal hurdle)",2
"CATE[unit 25]",4,1000,0.391585501340505,1.00425216221619,1196.78767194229,0.299196917985573,0.00859836247884701,2.60282188679135,"Linear DGP A (log-normal hurdle)",2
"CATE[unit 342]",4,1000,0.511573535702844,1.01063204624206,1016.40660116535,0.254101650291336,0.0102450654611956,1.43072045899103,"Linear DGP A (log-normal hurdle)",2
"CATE[unit 178]",4,1000,0.591471704320983,1.00476988823118,1542.43421923951,0.385608554809877,0.0194507315206003,2.64369263052878,"Linear DGP A (log-normal hurdle)",2
"CATE[unit 368]",4,1000,0.761099345749643,1.00782432329055,1412.63368080795,0.353158420201989,0.0226900582010829,2.15666213119452,"Linear DGP A (log-normal hurdle)",2
"CATE[unit 68]",4,1000,1.10111296818667,1.00267849612871,1263.97629997568,0.315994074993921,0.023836437542606,1.76063642401974,"Linear DGP A (log-normal hurdle)",2
"CATE[unit 240]",4,1000,1.70665324738851,1.00953142655716,1148.49416489756,0.28712354122439,0.0315005523051663,1.68133946301575,"Linear DGP A (log-normal hurdle)",2
"CATE[unit 381]",4,1000,6.98094798353666,1.00360445550844,1050.54798548412,0.262636996371029,0.159573202225853,2.2728699395907,"Linear DGP A (log-normal hurdle)",2
"ATE (response scale)",4,1000,1.03709656340813,1.0016327297349,796.309457166118,0.199077364291529,0.0144958301400956,0.512470595387015,"Linear DGP A (log-normal hurdle)",3
"Hurdle ATE (probability)",4,1000,0.0359975164079484,1.0012047102442,778.096502346932,0.194524125586733,0.0013976152097621,0.86054040685362,"Linear DGP A (log-normal hurdle)",3
"Duan smearing factor",4,1000,1.10686503135678,1.00017808201587,3482.28610280283,0.870571525700708,0.000511784049343562,1.5695994699709,"Linear DGP A (log-normal hurdle)",3
"sigma_c (log-scale SD)",4,1000,0.450826098560788,1.00494066685787,602.315235688051,0.150578808922013,0.00101238566473876,1.78682737988318,"Linear DGP A (log-normal hurdle)",3
"Mean mu_b (hurdle prognostic)",4,1000,0.278394301019359,1.00123948886111,713.932172275807,0.178483043068952,0.00310510271817009,1.59008949138805,"Linear DGP A (log-normal hurdle)",3
"Mean tau_b (hurdle treatment)",4,1000,0.115146302288792,1.00121217498285,743.475436882269,0.185868859220567,0.00449239356169927,1.01836100885364,"Linear DGP A (log-normal hurdle)",3
"Mean mu_c (log-scale prognostic)",4,1000,1.33493247866246,1.00211480868915,1245.05179247799,0.311262948119497,0.00117862059931861,1.14207582520133,"Linear DGP A (log-normal hurdle)",3
"Mean tau_c (log-scale treatment)",4,1000,0.306370699959527,1.00219209799888,1077.36736286069,0.269341840715171,0.00190456254067598,0.935201968146094,"Linear DGP A (log-normal hurdle)",3
"CATE[unit 55]",4,1000,-1.26627850147985,1.0046158113498,652.235698766457,0.163058924691614,0.128109791379825,1.32694849195538,"Linear DGP A (log-normal hurdle)",3
"CATE[unit 161]",4,1000,0.0646759336756819,1.0015740114578,840.313286244505,0.210078321561126,0.0414511072788654,1.40632741335046,"Linear DGP A (log-normal hurdle)",3
"CATE[unit 415]",4,1000,0.279165959808409,1.00050727022377,1525.01071188303,0.381252677970757,0.00385729759963659,1.0975536517007,"Linear DGP A (log-normal hurdle)",3
"CATE[unit 167]",4,1000,0.531702743209089,1.01148251138222,508.004188189108,0.127001047047277,0.0272138669578992,2.81596521640302,"Linear DGP A (log-normal hurdle)",3
"CATE[unit 349]",4,1000,0.683813806087532,1.00830814583434,1092.39257772204,0.27309814443051,0.00991133256268898,2.04009457290339,"Linear DGP A (log-normal hurdle)",3
"CATE[unit 392]",4,1000,0.941143430416529,1.00397175141881,1033.20169297656,0.258300423244141,0.0120907612175502,0.60946871168238,"Linear DGP A (log-normal hurdle)",3
"CATE[unit 149]",4,1000,1.21169509352877,1.00511235127048,1021.68035899424,0.255420089748559,0.0132285081433193,1.12981450123102,"Linear DGP A (log-normal hurdle)",3
"CATE[unit 189]",4,1000,1.62035004763798,1.00846711377118,985.585702991082,0.246396425747771,0.028267178987422,0.58127760839443,"Linear DGP A (log-normal hurdle)",3
"CATE[unit 252]",4,1000,2.19991216972072,0.999883617622426,1486.61536718361,0.371653841795901,0.0265276136691607,0.3235710413233,"Linear DGP A (log-normal hurdle)",3
"CATE[unit 378]",4,1000,7.64494218675329,1.00254193578833,1125.865516796,0.281466379199001,0.118216381846135,1.27446950476034,"Linear DGP A (log-normal hurdle)",3
"ATE (response scale)",4,1000,1.44810050921452,1.00236610683041,598.323017226665,0.149580754306666,0.019224580150143,2.66256065625695,"Linear DGP A (log-normal hurdle)",4
"Hurdle ATE (probability)",4,1000,0.0699268318558679,1.00455522343703,553.47333822266,0.138368334555665,0.00192370433134566,2.12978457026382,"Linear DGP A (log-normal hurdle)",4
"Duan smearing factor",4,1000,1.09920110432292,1.00389556296079,3104.65099802074,0.776162749505185,0.000506057641942001,4.04778748064753,"Linear DGP A (log-normal hurdle)",4
"sigma_c (log-scale SD)",4,1000,0.433147290679161,1.01718434700265,661.712197242873,0.165428049310718,0.000922409340850472,2.89772396366901,"Linear DGP A (log-normal hurdle)",4
"Mean mu_b (hurdle prognostic)",4,1000,0.22371156294304,1.00418290374572,448.965132801243,0.112241283200311,0.00451125416257012,2.16177515070353,"Linear DGP A (log-normal hurdle)",4
"Mean tau_b (hurdle treatment)",4,1000,0.250084263219633,1.00867138535823,486.857642174189,0.121714410543547,0.00694415736632152,1.47710910689153,"Linear DGP A (log-normal hurdle)",4
"Mean mu_c (log-scale prognostic)",4,1000,1.45463071967605,1.00292857340051,899.500373908496,0.224875093477124,0.00140883546727493,1.18586335896467,"Linear DGP A (log-normal hurdle)",4
"Mean tau_c (log-scale treatment)",4,1000,0.216947237016842,1.00631199149035,650.704990894872,0.162676247723718,0.00249727440795604,1.12077349462445,"Linear DGP A (log-normal hurdle)",4
"CATE[unit 392]",4,1000,0.083822568525083,1.00516154589885,1332.16993097332,0.333042482743329,0.00169235664719354,2.45018419056289,"Linear DGP A (log-normal hurdle)",4
"CATE[unit 494]",4,1000,0.376573729296664,1.00789657777071,671.506841423031,0.167876710355758,0.0168258451823235,2.8910186651297,"Linear DGP A (log-normal hurdle)",4
"CATE[unit 120]",4,1000,0.521123698007584,1.00555725006329,1087.54986021884,0.271887465054709,0.0121086845540051,3.24118435946696,"Linear DGP A (log-normal hurdle)",4
"CATE[unit 370]",4,1000,0.719031810901057,1.00755072435951,1281.67304677125,0.320418261692813,0.0197620512334866,3.44722566431115,"Linear DGP A (log-normal hurdle)",4
